# STN;HH;YYYYMMDD;T
260;12;20230227;51
260;13;20230227;60
260;14;20230227;65
260;15;20230227;67
260;16;20230227;63
260;17;20230227;54
260;18;20230227;42
260;19;20230227;29
260;20;20230227;20
260;21;20230227;11
260;22;20230227;15
260;23;20230227;-12
260;24;20230227;5
260;1;20230228;16
260;2;20230228;19
260;3;20230228;23
260;4;20230228;21
260;5;20230228;21
260;6;20230228;9
260;7;20230228;3
260;8;20230228;10
260;9;20230228;21
260;10;20230228;34
260;11;20230228;44
260;12;20230228;59
260;13;20230228;65
260;14;20230228;61
260;15;20230228;66
260;16;20230228;61
260;17;20230228;50
260;18;20230228;36
260;19;20230228;26
260;20;20230228;2
260;21;20230228;-18
260;22;20230228;-26
260;23;20230228;-25
260;24;20230228;-36
260;1;20230301;-42
260;2;20230301;-46
260;3;20230301;-47
260;4;20230301;-46
260;5;20230301;-53
260;6;20230301;-56
260;7;20230301;-46
260;8;20230301;0
260;9;20230301;26
260;10;20230301;47
260;11;20230301;57
260;12;20230301;64
260;13;20230301;69
260;14;20230301;71
260;15;20230301;75
260;16;20230301;71
260;17;20230301;59
260;18;20230301;44
260;19;20230301;36
260;20;20230301;28
260;21;20230301;20
260;22;20230301;17
260;23;20230301;16
260;24;20230301;15
260;1;20230302;9
260;2;20230302;9
260;3;20230302;4
260;4;20230302;2
260;5;20230302;-4
260;6;20230302;-3
260;7;20230302;-4
260;8;20230302;7
260;9;20230302;26
260;10;20230302;40
260;11;20230302;58
260;12;20230302;70
260;13;20230302;80
260;14;20230302;83
260;15;20230302;86
260;16;20230302;78
260;17;20230302;66
260;18;20230302;56
260;19;20230302;46
260;20;20230302;39
260;21;20230302;32
260;22;20230302;24
260;23;20230302;18
260;24;20230302;12
260;1;20230303;11
260;2;20230303;6
260;3;20230303;1
260;4;20230303;4
260;5;20230303;7
260;6;20230303;10
260;7;20230303;14
260;8;20230303;19
260;9;20230303;27
260;10;20230303;43
260;11;20230303;63
260;12;20230303;72
260;13;20230303;74
260;14;20230303;72
260;15;20230303;66
260;16;20230303;66
260;17;20230303;63
260;18;20230303;62
260;19;20230303;58
260;20;20230303;58
260;21;20230303;56
260;22;20230303;58
260;23;20230303;58
260;24;20230303;58
260;1;20230304;57
260;2;20230304;57
260;3;20230304;56
260;4;20230304;54
260;5;20230304;53
260;6;20230304;51
260;7;20230304;51
260;8;20230304;56
260;9;20230304;67
260;10;20230304;71
260;11;20230304;68
260;12;20230304;69
260;13;20230304;70
260;14;20230304;74
260;15;20230304;69
260;16;20230304;66
260;17;20230304;64
260;18;20230304;60
260;19;20230304;57
260;20;20230304;49
260;21;20230304;45
260;22;20230304;40
260;23;20230304;40
260;24;20230304;38
260;1;20230305;38
260;2;20230305;25
260;3;20230305;34
260;4;20230305;31
260;5;20230305;31
260;6;20230305;31
260;7;20230305;27
260;8;20230305;32
260;9;20230305;42
260;10;20230305;51
260;11;20230305;55
260;12;20230305;59
260;13;20230305;60
260;14;20230305;60
260;15;20230305;53
260;16;20230305;57
260;17;20230305;49
260;18;20230305;42
260;19;20230305;39
260;20;20230305;36
260;21;20230305;33
260;22;20230305;31
260;23;20230305;26
260;24;20230305;18
260;1;20230306;18
260;2;20230306;16
260;3;20230306;15
260;4;20230306;21
260;5;20230306;22
260;6;20230306;23
260;7;20230306;24
260;8;20230306;29
260;9;20230306;41
260;10;20230306;54
260;11;20230306;59
260;12;20230306;58
260;13;20230306;63
260;14;20230306;67
260;15;20230306;62
260;16;20230306;54
260;17;20230306;43
260;18;20230306;40
260;19;20230306;34
260;20;20230306;35
260;21;20230306;44
260;22;20230306;50
260;23;20230306;48
260;24;20230306;48
260;1;20230307;49
260;2;20230307;44
260;3;20230307;45
260;4;20230307;45
260;5;20230307;39
260;6;20230307;21
260;7;20230307;9
260;8;20230307;10
260;9;20230307;17
260;10;20230307;26
260;11;20230307;27
260;12;20230307;30
260;13;20230307;18
260;14;20230307;20
260;15;20230307;23
260;16;20230307;25
260;17;20230307;28
260;18;20230307;25
260;19;20230307;6
260;20;20230307;8
260;21;20230307;-1
260;22;20230307;0
260;23;20230307;-5
260;24;20230307;-7
260;1;20230308;-15
260;2;20230308;-23
260;3;20230308;-22
260;4;20230308;-17
260;5;20230308;-15
260;6;20230308;-13
260;7;20230308;-12
260;8;20230308;-6
260;9;20230308;2
260;10;20230308;9
260;11;20230308;18
260;12;20230308;24
260;13;20230308;26
260;14;20230308;28
260;15;20230308;20
260;16;20230308;19
260;17;20230308;15
260;18;20230308;12
260;19;20230308;10
260;20;20230308;12
260;21;20230308;7
260;22;20230308;6
260;23;20230308;5
260;24;20230308;3
260;1;20230309;5
260;2;20230309;5
260;3;20230309;5
260;4;20230309;5
260;5;20230309;5
260;6;20230309;5
260;7;20230309;7
260;8;20230309;12
260;9;20230309;16
260;10;20230309;20
260;11;20230309;23
260;12;20230309;23
260;13;20230309;20
260;14;20230309;17
260;15;20230309;21
260;16;20230309;21
260;17;20230309;20
260;18;20230309;19
260;19;20230309;18
260;20;20230309;19
260;21;20230309;20
260;22;20230309;22
260;23;20230309;23
260;24;20230309;23
260;1;20230310;23
260;2;20230310;22
260;3;20230310;22
260;4;20230310;22
260;5;20230310;21
260;6;20230310;21
260;7;20230310;21
260;8;20230310;23
260;9;20230310;25
260;10;20230310;24
260;11;20230310;24
260;12;20230310;26
260;13;20230310;23
260;14;20230310;16
260;15;20230310;4
260;16;20230310;1
260;17;20230310;3
260;18;20230310;9
260;19;20230310;7
260;20;20230310;11
260;21;20230310;16
260;22;20230310;13
260;23;20230310;12
260;24;20230310;11
260;1;20230311;1
260;2;20230311;-16
260;3;20230311;-23
260;4;20230311;-26
260;5;20230311;-33
260;6;20230311;-41
260;7;20230311;-20
260;8;20230311;25
260;9;20230311;38
260;10;20230311;48
260;11;20230311;53
260;12;20230311;57
260;13;20230311;62
260;14;20230311;62
260;15;20230311;71
260;16;20230311;64
260;17;20230311;57
260;18;20230311;24
260;19;20230311;9
260;20;20230311;-1
260;21;20230311;-4
260;22;20230311;-4
260;23;20230311;-5
260;24;20230311;14
260;1;20230312;17
260;2;20230312;20
260;3;20230312;23
260;4;20230312;25
260;5;20230312;26
260;6;20230312;27
260;7;20230312;25
260;8;20230312;32
260;9;20230312;45
260;10;20230312;66
260;11;20230312;84
260;12;20230312;89
260;13;20230312;101
260;14;20230312;114
260;15;20230312;109
260;16;20230312;107
260;17;20230312;102
260;18;20230312;98
260;19;20230312;98
260;20;20230312;99
260;21;20230312;97
260;22;20230312;94
260;23;20230312;92
260;24;20230312;93
260;1;20230313;93
260;2;20230313;100
260;3;20230313;112
260;4;20230313;120
260;5;20230313;127
260;6;20230313;130
260;7;20230313;130
260;8;20230313;123
260;9;20230313;128
260;10;20230313;145
260;11;20230313;158
260;12;20230313;160
260;13;20230313;162
260;14;20230313;156
260;15;20230313;157
260;16;20230313;151
260;17;20230313;133
260;18;20230313;119
260;19;20230313;112
260;20;20230313;102
260;21;20230313;103
260;22;20230313;114
260;23;20230313;115
260;24;20230313;105
260;1;20230314;102
260;2;20230314;97
260;3;20230314;96
260;4;20230314;99
260;5;20230314;96
260;6;20230314;93
260;7;20230314;75
260;8;20230314;70
260;9;20230314;58
260;10;20230314;59
260;11;20230314;54
260;12;20230314;75
260;13;20230314;79
260;14;20230314;80
260;15;20230314;66
260;16;20230314;64
260;17;20230314;61
260;18;20230314;53
260;19;20230314;44
260;20;20230314;37
260;21;20230314;38
260;22;20230314;44
260;23;20230314;26
260;24;20230314;22
260;1;20230315;15
260;2;20230315;20
260;3;20230315;22
260;4;20230315;7
260;5;20230315;6
260;6;20230315;17
260;7;20230315;22
260;8;20230315;43
260;9;20230315;54
260;10;20230315;66
260;11;20230315;71
260;12;20230315;81
260;13;20230315;83
260;14;20230315;84
260;15;20230315;83
260;16;20230315;79
260;17;20230315;72
260;18;20230315;61
260;19;20230315;54
260;20;20230315;52
260;21;20230315;47
260;22;20230315;51
260;23;20230315;46
260;24;20230315;45
260;1;20230316;45
260;2;20230316;46
260;3;20230316;50
260;4;20230316;48
260;5;20230316;49
260;6;20230316;47
260;7;20230316;51
260;8;20230316;54
260;9;20230316;64
260;10;20230316;80
260;11;20230316;95
260;12;20230316;111
260;13;20230316;127
260;14;20230316;135
260;15;20230316;135
260;16;20230316;136
260;17;20230316;131
260;18;20230316;111
260;19;20230316;102
260;20;20230316;97
260;21;20230316;91
260;22;20230316;84
260;23;20230316;85
260;24;20230316;80
260;1;20230317;75
260;2;20230317;73
260;3;20230317;75
260;4;20230317;76
260;5;20230317;76
260;6;20230317;77
260;7;20230317;76
260;8;20230317;86
260;9;20230317;109
260;10;20230317;127
260;11;20230317;139
260;12;20230317;149
260;13;20230317;150
260;14;20230317;151
260;15;20230317;159
260;16;20230317;154
260;17;20230317;151
260;18;20230317;132
260;19;20230317;123
260;20;20230317;137
260;21;20230317;138
260;22;20230317;134
260;23;20230317;125
260;24;20230317;99
260;1;20230318;102
260;2;20230318;95
260;3;20230318;97
260;4;20230318;108
260;5;20230318;106
260;6;20230318;103
260;7;20230318;105
260;8;20230318;118
260;9;20230318;129
260;10;20230318;134
260;11;20230318;138
260;12;20230318;143
260;13;20230318;136
260;14;20230318;146
260;15;20230318;153
260;16;20230318;152
260;17;20230318;141
260;18;20230318;132
260;19;20230318;131
260;20;20230318;124
260;21;20230318;111
260;22;20230318;113
260;23;20230318;111
260;24;20230318;111
260;1;20230319;108
260;2;20230319;104
260;3;20230319;100
260;4;20230319;92
260;5;20230319;82
260;6;20230319;85
260;7;20230319;82
260;8;20230319;80
260;9;20230319;83
260;10;20230319;83
260;11;20230319;90
260;12;20230319;97
260;13;20230319;106
260;14;20230319;125
260;15;20230319;122
260;16;20230319;117
260;17;20230319;100
260;18;20230319;97
260;19;20230319;92
260;20;20230319;83
260;21;20230319;81
260;22;20230319;81
260;23;20230319;81
260;24;20230319;80
260;1;20230320;81
260;2;20230320;74
260;3;20230320;71
260;4;20230320;67
260;5;20230320;67
260;6;20230320;68
260;7;20230320;68
260;8;20230320;72
260;9;20230320;75
260;10;20230320;79
260;11;20230320;83
260;12;20230320;89
260;13;20230320;84
260;14;20230320;83
260;15;20230320;85
260;16;20230320;86
260;17;20230320;88
260;18;20230320;91
260;19;20230320;94
260;20;20230320;96
260;21;20230320;96
260;22;20230320;96
260;23;20230320;95
260;24;20230320;94
260;1;20230321;92
260;2;20230321;91
260;3;20230321;91
260;4;20230321;90
260;5;20230321;90
260;6;20230321;89
260;7;20230321;92
260;8;20230321;96
260;9;20230321;98
260;10;20230321;105
260;11;20230321;116
260;12;20230321;122
260;13;20230321;132
260;14;20230321;127
260;15;20230321;128
260;16;20230321;123
260;17;20230321;120
260;18;20230321;114
260;19;20230321;114
260;20;20230321;106
260;21;20230321;105
260;22;20230321;102
260;23;20230321;100
260;24;20230321;100
260;1;20230322;94
260;2;20230322;95
260;3;20230322;97
260;4;20230322;100
260;5;20230322;101
260;6;20230322;98
260;7;20230322;103
260;8;20230322;109
260;9;20230322;111
260;10;20230322;102
260;11;20230322;106
260;12;20230322;111
260;13;20230322;112
260;14;20230322;117
260;15;20230322;115
260;16;20230322;112
260;17;20230322;110
260;18;20230322;111
260;19;20230322;112
260;20;20230322;112
260;21;20230322;114
260;22;20230322;115
260;23;20230322;118
260;24;20230322;120
260;1;20230323;123
260;2;20230323;122
260;3;20230323;125
260;4;20230323;126
260;5;20230323;124
260;6;20230323;107
260;7;20230323;109
260;8;20230323;114
260;9;20230323;121
260;10;20230323;125
260;11;20230323;132
260;12;20230323;135
260;13;20230323;140
260;14;20230323;142
260;15;20230323;148
260;16;20230323;146
260;17;20230323;145
260;18;20230323;139
260;19;20230323;131
260;20;20230323;125
260;21;20230323;122
260;22;20230323;122
260;23;20230323;118
260;24;20230323;117
260;1;20230324;121
260;2;20230324;122
260;3;20230324;115
260;4;20230324;105
260;5;20230324;100
260;6;20230324;98
260;7;20230324;102
260;8;20230324;110
260;9;20230324;114
260;10;20230324;116
260;11;20230324;133
260;12;20230324;128
260;13;20230324;133
260;14;20230324;114
260;15;20230324;121
260;16;20230324;129
260;17;20230324;118
260;18;20230324;110
260;19;20230324;106
260;20;20230324;107
260;21;20230324;105
260;22;20230324;102
260;23;20230324;102
260;24;20230324;97
260;1;20230325;97
260;2;20230325;91
260;3;20230325;91
260;4;20230325;87
260;5;20230325;85
260;6;20230325;87
260;7;20230325;85
260;8;20230325;89
260;9;20230325;98
260;10;20230325;104
260;11;20230325;111
260;12;20230325;114
260;13;20230325;122
260;14;20230325;99
260;15;20230325;116
260;16;20230325;99
260;17;20230325;93
260;18;20230325;94
260;19;20230325;88
260;20;20230325;89
260;21;20230325;88
260;22;20230325;78
260;23;20230325;78
260;24;20230325;81
260;1;20230326;81
260;2;20230326;80
260;3;20230326;83
260;4;20230326;82
260;5;20230326;80
260;6;20230326;76
260;7;20230326;78
260;8;20230326;80
260;9;20230326;80
260;10;20230326;76
260;11;20230326;77
260;12;20230326;79
260;13;20230326;88
260;14;20230326;90
260;15;20230326;86
260;16;20230326;78
260;17;20230326;72
260;18;20230326;67
260;19;20230326;63
260;20;20230326;55
260;21;20230326;54
260;22;20230326;49
260;23;20230326;36
260;24;20230326;42
260;1;20230327;41
260;2;20230327;37
260;3;20230327;24
260;4;20230327;26
260;5;20230327;29
260;6;20230327;25
260;7;20230327;38
260;8;20230327;56
260;9;20230327;62
260;10;20230327;33
260;11;20230327;71
260;12;20230327;78
260;13;20230327;66
260;14;20230327;72
260;15;20230327;75
260;16;20230327;78
260;17;20230327;64
260;18;20230327;49
260;19;20230327;40
260;20;20230327;22
260;21;20230327;25
260;22;20230327;24
260;23;20230327;18
260;24;20230327;6
260;1;20230328;-8
260;2;20230328;-12
260;3;20230328;-14
260;4;20230328;-16
260;5;20230328;-17
260;6;20230328;-11
260;7;20230328;20
260;8;20230328;49
260;9;20230328;59
260;10;20230328;60
260;11;20230328;69
260;12;20230328;71
260;13;20230328;72
260;14;20230328;82
260;15;20230328;86
260;16;20230328;80
260;17;20230328;71
260;18;20230328;71
260;19;20230328;71
260;20;20230328;62
260;21;20230328;58
260;22;20230328;54
260;23;20230328;54
260;24;20230328;57
260;1;20230329;60
260;2;20230329;63
260;3;20230329;65
260;4;20230329;68
260;5;20230329;70
260;6;20230329;73
260;7;20230329;82
260;8;20230329;91
260;9;20230329;98
260;10;20230329;108
260;11;20230329;105
260;12;20230329;112
260;13;20230329;117
260;14;20230329;125
260;15;20230329;138
260;16;20230329;142
260;17;20230329;138
260;18;20230329;131
260;19;20230329;124
260;20;20230329;117
260;21;20230329;125
260;22;20230329;130
260;23;20230329;134
260;24;20230329;139
260;1;20230330;135
260;2;20230330;136
260;3;20230330;137
260;4;20230330;134
260;5;20230330;126
260;6;20230330;121
260;7;20230330;120
260;8;20230330;127
260;9;20230330;128
260;10;20230330;138
260;11;20230330;139
260;12;20230330;139
260;13;20230330;136
260;14;20230330;144
260;15;20230330;145
260;16;20230330;145
260;17;20230330;140
260;18;20230330;128
260;19;20230330;122
260;20;20230330;118
260;21;20230330;113
260;22;20230330;110
260;23;20230330;107
260;24;20230330;100
260;1;20230331;106
260;2;20230331;107
260;3;20230331;105
260;4;20230331;101
260;5;20230331;102
260;6;20230331;103
260;7;20230331;102
260;8;20230331;103
260;9;20230331;112
260;10;20230331;125
260;11;20230331;126
260;12;20230331;116
260;13;20230331;117
260;14;20230331;118
260;15;20230331;112
260;16;20230331;106
260;17;20230331;102
260;18;20230331;101
260;19;20230331;102
260;20;20230331;102
260;21;20230331;100
260;22;20230331;99
260;23;20230331;99
260;24;20230331;99
260;1;20230401;94
260;2;20230401;90
260;3;20230401;90
260;4;20230401;93
260;5;20230401;97
260;6;20230401;96
260;7;20230401;95
260;8;20230401;97
260;9;20230401;99
260;10;20230401;104
260;11;20230401;107
260;12;20230401;112
260;13;20230401;109
260;14;20230401;107
260;15;20230401;105
260;16;20230401;101
260;17;20230401;95
260;18;20230401;89
260;19;20230401;87
260;20;20230401;81
260;21;20230401;75
260;22;20230401;70
260;23;20230401;65
260;24;20230401;63
260;1;20230402;60
260;2;20230402;57
260;3;20230402;51
260;4;20230402;46
260;5;20230402;41
260;6;20230402;27
260;7;20230402;25
260;8;20230402;26
260;9;20230402;29
260;10;20230402;42
260;11;20230402;64
260;12;20230402;74
260;13;20230402;84
260;14;20230402;89
260;15;20230402;98
260;16;20230402;97
260;17;20230402;92
260;18;20230402;83
260;19;20230402;70
260;20;20230402;61
260;21;20230402;54
260;22;20230402;44
260;23;20230402;39
260;24;20230402;27
260;1;20230403;20
260;2;20230403;14
260;3;20230403;10
260;4;20230403;5
260;5;20230403;3
260;6;20230403;11
260;7;20230403;31
260;8;20230403;47
260;9;20230403;62
260;10;20230403;71
260;11;20230403;83
260;12;20230403;90
260;13;20230403;92
260;14;20230403;94
260;15;20230403;94
260;16;20230403;90
260;17;20230403;83
260;18;20230403;71
260;19;20230403;53
260;20;20230403;42
260;21;20230403;23
260;22;20230403;5
260;23;20230403;-3
260;24;20230403;7
260;1;20230404;-7
260;2;20230404;-6
260;3;20230404;-13
260;4;20230404;-12
260;5;20230404;-24
260;6;20230404;-15
260;7;20230404;18
260;8;20230404;53
260;9;20230404;68
260;10;20230404;76
260;11;20230404;85
260;12;20230404;94
260;13;20230404;99
260;14;20230404;102
260;15;20230404;105
260;16;20230404;99
260;17;20230404;86
260;18;20230404;77
260;19;20230404;66
260;20;20230404;57
260;21;20230404;50
260;22;20230404;34
260;23;20230404;18
260;24;20230404;7
260;1;20230405;-4
260;2;20230405;-12
260;3;20230405;-16
260;4;20230405;-21
260;5;20230405;-24
260;6;20230405;-7
260;7;20230405;30
260;8;20230405;65
260;9;20230405;86
260;10;20230405;92
260;11;20230405;98
260;12;20230405;99
260;13;20230405;102
260;14;20230405;112
260;15;20230405;116
260;16;20230405;108
260;17;20230405;106
260;18;20230405;90
260;19;20230405;58
260;20;20230405;37
260;21;20230405;22
260;22;20230405;12
260;23;20230405;7
260;24;20230405;7
260;1;20230406;15
260;2;20230406;36
260;3;20230406;39
260;4;20230406;35
260;5;20230406;39
260;6;20230406;46
260;7;20230406;56
260;8;20230406;67
260;9;20230406;75
260;10;20230406;81
260;11;20230406;80
260;12;20230406;79
260;13;20230406;78
260;14;20230406;78
260;15;20230406;75
260;16;20230406;75
260;17;20230406;76
260;18;20230406;77
260;19;20230406;78
260;20;20230406;79
260;21;20230406;83
260;22;20230406;87
260;23;20230406;84
260;24;20230406;81
260;1;20230407;81
260;2;20230407;81
260;3;20230407;81
260;4;20230407;81
260;5;20230407;81
260;6;20230407;80
260;7;20230407;80
260;8;20230407;84
260;9;20230407;89
260;10;20230407;90
260;11;20230407;93
260;12;20230407;100
260;13;20230407;96
260;14;20230407;98
260;15;20230407;93
260;16;20230407;85
260;17;20230407;88
260;18;20230407;89
260;19;20230407;86
260;20;20230407;85
260;21;20230407;84
260;22;20230407;83
260;23;20230407;82
260;24;20230407;73
260;1;20230408;71
260;2;20230408;62
260;3;20230408;61
260;4;20230408;59
260;5;20230408;63
260;6;20230408;56
260;7;20230408;51
260;8;20230408;55
260;9;20230408;95
260;10;20230408;115
260;11;20230408;125
260;12;20230408;133
260;13;20230408;139
260;14;20230408;133
260;15;20230408;131
260;16;20230408;127
260;17;20230408;122
260;18;20230408;106
260;19;20230408;102
260;20;20230408;90
260;21;20230408;74
260;22;20230408;75
260;23;20230408;72
260;24;20230408;76
260;1;20230409;84
260;2;20230409;86
260;3;20230409;86
260;4;20230409;86
260;5;20230409;87
260;6;20230409;87
260;7;20230409;88
260;8;20230409;95
260;9;20230409;106
260;10;20230409;118
260;11;20230409;125
260;12;20230409;128
260;13;20230409;142
260;14;20230409;147
260;15;20230409;148
260;16;20230409;146
260;17;20230409;142
260;18;20230409;129
260;19;20230409;111
260;20;20230409;100
260;21;20230409;98
260;22;20230409;98
260;23;20230409;95
260;24;20230409;90
260;1;20230410;82
260;2;20230410;78
260;3;20230410;73
260;4;20230410;69
260;5;20230410;74
260;6;20230410;79
260;7;20230410;87
260;8;20230410;101
260;9;20230410;108
260;10;20230410;119
260;11;20230410;136
260;12;20230410;150
260;13;20230410;150
260;14;20230410;136
260;15;20230410;123
260;16;20230410;119
260;17;20230410;114
260;18;20230410;111
260;19;20230410;113
260;20;20230410;109
260;21;20230410;104
260;22;20230410;106
260;23;20230410;83
260;24;20230410;90
260;1;20230411;89
260;2;20230411;93
260;3;20230411;90
260;4;20230411;83
260;5;20230411;78
260;6;20230411;83
260;7;20230411;91
260;8;20230411;96
260;9;20230411;107
260;10;20230411;106
260;11;20230411;115
260;12;20230411;116
260;13;20230411;128
260;14;20230411;125
260;15;20230411;128
260;16;20230411;129
260;17;20230411;123
260;18;20230411;112
260;19;20230411;101
260;20;20230411;108
260;21;20230411;105
260;22;20230411;102
260;23;20230411;92
260;24;20230411;86
260;1;20230412;80
260;2;20230412;81
260;3;20230412;80
260;4;20230412;79
260;5;20230412;81
260;6;20230412;84
260;7;20230412;87
260;8;20230412;94
260;9;20230412;110
260;10;20230412;118
260;11;20230412;118
260;12;20230412;122
260;13;20230412;109
260;14;20230412;109
260;15;20230412;105
260;16;20230412;110
260;17;20230412;97
260;18;20230412;84
260;19;20230412;72
260;20;20230412;71
260;21;20230412;69
260;22;20230412;77
260;23;20230412;63
260;24;20230412;65
260;1;20230413;63
260;2;20230413;65
260;3;20230413;61
260;4;20230413;64
260;5;20230413;66
260;6;20230413;65
260;7;20230413;73
260;8;20230413;88
260;9;20230413;95
260;10;20230413;101
260;11;20230413;104
260;12;20230413;103
260;13;20230413;116
260;14;20230413;113
260;15;20230413;120
260;16;20230413;119
260;17;20230413;115
260;18;20230413;107
260;19;20230413;93
260;20;20230413;80
260;21;20230413;74
260;22;20230413;51
260;23;20230413;36
260;24;20230413;34
260;1;20230414;35
260;2;20230414;31
260;3;20230414;21
260;4;20230414;29
260;5;20230414;29
260;6;20230414;43
260;7;20230414;65
260;8;20230414;85
260;9;20230414;110
260;10;20230414;118
260;11;20230414;123
260;12;20230414;129
260;13;20230414;141
260;14;20230414;147
260;15;20230414;151
260;16;20230414;133
260;17;20230414;142
260;18;20230414;125
260;19;20230414;104
260;20;20230414;87
260;21;20230414;88
260;22;20230414;86
260;23;20230414;84
260;24;20230414;82
260;1;20230415;77
260;2;20230415;76
260;3;20230415;65
260;4;20230415;55
260;5;20230415;49
260;6;20230415;56
260;7;20230415;78
260;8;20230415;103
260;9;20230415;114
260;10;20230415;117
260;11;20230415;124
260;12;20230415;125
260;13;20230415;126
260;14;20230415;117
260;15;20230415;104
260;16;20230415;94
260;17;20230415;94
260;18;20230415;87
260;19;20230415;82
260;20;20230415;80
260;21;20230415;80
260;22;20230415;79
260;23;20230415;80
260;24;20230415;78
260;1;20230416;78
260;2;20230416;80
260;3;20230416;80
260;4;20230416;78
260;5;20230416;79
260;6;20230416;80
260;7;20230416;82
260;8;20230416;85
260;9;20230416;88
260;10;20230416;91
260;11;20230416;94
260;12;20230416;98
260;13;20230416;103
260;14;20230416;107
260;15;20230416;107
260;16;20230416;104
260;17;20230416;102
260;18;20230416;96
260;19;20230416;90
260;20;20230416;86
260;21;20230416;85
260;22;20230416;83
260;23;20230416;80
260;24;20230416;78
260;1;20230417;76
260;2;20230417;78
260;3;20230417;77
260;4;20230417;77
260;5;20230417;74
260;6;20230417;72
260;7;20230417;73
260;8;20230417;76
260;9;20230417;86
260;10;20230417;97
260;11;20230417;114
260;12;20230417;127
260;13;20230417;142
260;14;20230417;150
260;15;20230417;146
260;16;20230417;140
260;17;20230417;141
260;18;20230417;133
260;19;20230417;120
260;20;20230417;107
260;21;20230417;98
260;22;20230417;87
260;23;20230417;85
260;24;20230417;80
260;1;20230418;73
260;2;20230418;60
260;3;20230418;58
260;4;20230418;54
260;5;20230418;59
260;6;20230418;61
260;7;20230418;70
260;8;20230418;82
260;9;20230418;98
260;10;20230418;102
260;11;20230418;103
260;12;20230418;113
260;13;20230418;120
260;14;20230418;120
260;15;20230418;127
260;16;20230418;134
260;17;20230418;135
260;18;20230418;126
260;19;20230418;115
260;20;20230418;113
260;21;20230418;103
260;22;20230418;97
260;23;20230418;93
260;24;20230418;89
260;1;20230419;84
260;2;20230419;84
260;3;20230419;89
260;4;20230419;93
260;5;20230419;86
260;6;20230419;86
260;7;20230419;101
260;8;20230419;107
260;9;20230419;115
260;10;20230419;124
260;11;20230419;132
260;12;20230419;135
260;13;20230419;145
260;14;20230419;147
260;15;20230419;148
260;16;20230419;139
260;17;20230419;136
260;18;20230419;124
260;19;20230419;111
260;20;20230419;98
260;21;20230419;95
260;22;20230419;86
260;23;20230419;76
260;24;20230419;70
260;1;20230420;64
260;2;20230420;63
260;3;20230420;73
260;4;20230420;82
260;5;20230420;85
260;6;20230420;81
260;7;20230420;74
260;8;20230420;66
260;9;20230420;73
260;10;20230420;77
260;11;20230420;90
260;12;20230420;100
260;13;20230420;103
260;14;20230420;114
260;15;20230420;112
260;16;20230420;116
260;17;20230420;108
260;18;20230420;107
260;19;20230420;100
260;20;20230420;101
260;21;20230420;91
260;22;20230420;88
260;23;20230420;80
260;24;20230420;76
260;1;20230421;74
260;2;20230421;73
260;3;20230421;73
260;4;20230421;75
260;5;20230421;77
260;6;20230421;83
260;7;20230421;90
260;8;20230421;106
260;9;20230421;116
260;10;20230421;122
260;11;20230421;128
260;12;20230421;141
260;13;20230421;142
260;14;20230421;148
260;15;20230421;151
260;16;20230421;158
260;17;20230421;160
260;18;20230421;152
260;19;20230421;105
260;20;20230421;89
260;21;20230421;92
260;22;20230421;95
260;23;20230421;68
260;24;20230421;59
260;1;20230422;47
260;2;20230422;46
260;3;20230422;37
260;4;20230422;41
260;5;20230422;50
260;6;20230422;60
260;7;20230422;81
260;8;20230422;109
260;9;20230422;141
260;10;20230422;159
260;11;20230422;161
260;12;20230422;142
260;13;20230422;123
260;14;20230422;121
260;15;20230422;113
260;16;20230422;100
260;17;20230422;96
260;18;20230422;97
260;19;20230422;87
260;20;20230422;67
260;21;20230422;57
260;22;20230422;64
260;23;20230422;76
260;24;20230422;72
260;1;20230423;70
260;2;20230423;77
260;3;20230423;83
260;4;20230423;78
260;5;20230423;76
260;6;20230423;90
260;7;20230423;113
260;8;20230423;133
260;9;20230423;143
260;10;20230423;155
260;11;20230423;159
260;12;20230423;161
260;13;20230423;163
260;14;20230423;160
260;15;20230423;138
260;16;20230423;117
260;17;20230423;110
260;18;20230423;109
260;19;20230423;108
260;20;20230423;109
260;21;20230423;107
260;22;20230423;102
260;23;20230423;98
260;24;20230423;93
260;1;20230424;92
260;2;20230424;92
260;3;20230424;91
260;4;20230424;88
260;5;20230424;88
260;6;20230424;83
260;7;20230424;83
260;8;20230424;84
260;9;20230424;88
260;10;20230424;90
260;11;20230424;94
260;12;20230424;97
260;13;20230424;93
260;14;20230424;102
260;15;20230424;101
260;16;20230424;97
260;17;20230424;90
260;18;20230424;86
260;19;20230424;82
260;20;20230424;76
260;21;20230424;74
260;22;20230424;72
260;23;20230424;63
260;24;20230424;59
260;1;20230425;45
260;2;20230425;37
260;3;20230425;39
260;4;20230425;42
260;5;20230425;46
260;6;20230425;55
260;7;20230425;75
260;8;20230425;75
260;9;20230425;79
260;10;20230425;81
260;11;20230425;96
260;12;20230425;85
260;13;20230425;90
260;14;20230425;102
260;15;20230425;96
260;16;20230425;85
260;17;20230425;81
260;18;20230425;79
260;19;20230425;64
260;20;20230425;52
260;21;20230425;50
260;22;20230425;31
260;23;20230425;24
260;24;20230425;25
260;1;20230426;13
260;2;20230426;4
260;3;20230426;-1
260;4;20230426;-6
260;5;20230426;2
260;6;20230426;49
260;7;20230426;62
260;8;20230426;74
260;9;20230426;71
260;10;20230426;78
260;11;20230426;73
