# STN;HH;YYYYMMDD;T
260;12;20230426;90
260;13;20230426;91
260;14;20230426;93
260;15;20230426;97
260;16;20230426;88
260;17;20230426;88
260;18;20230426;83
260;19;20230426;72
260;20;20230426;64
260;21;20230426;30
260;22;20230426;18
260;23;20230426;10
260;24;20230426;6
260;1;20230427;-2
260;2;20230427;-6
260;3;20230427;-11
260;4;20230427;-11
260;5;20230427;-3
260;6;20230427;34
260;7;20230427;67
260;8;20230427;81
260;9;20230427;92
260;10;20230427;106
260;11;20230427;114
260;12;20230427;119
260;13;20230427;123
260;14;20230427;130
260;15;20230427;130
260;16;20230427;127
260;17;20230427;122
260;18;20230427;114
260;19;20230427;105
260;20;20230427;101
260;21;20230427;97
260;22;20230427;94
260;23;20230427;93
260;24;20230427;90
260;1;20230428;86
260;2;20230428;86
260;3;20230428;85
260;4;20230428;83
260;5;20230428;85
260;6;20230428;86
260;7;20230428;93
260;8;20230428;102
260;9;20230428;108
260;10;20230428;116
260;11;20230428;125
260;12;20230428;134
260;13;20230428;132
260;14;20230428;130
260;15;20230428;131
260;16;20230428;130
260;17;20230428;126
260;18;20230428;116
260;19;20230428;112
260;20;20230428;107
260;21;20230428;99
260;22;20230428;94
260;23;20230428;91
260;24;20230428;89
260;1;20230429;91
260;2;20230429;91
260;3;20230429;92
260;4;20230429;92
260;5;20230429;93
260;6;20230429;94
260;7;20230429;103
260;8;20230429;104
260;9;20230429;115
260;10;20230429;127
260;11;20230429;138
260;12;20230429;148
260;13;20230429;153
260;14;20230429;158
260;15;20230429;155
260;16;20230429;154
260;17;20230429;146
260;18;20230429;130
260;19;20230429;111
260;20;20230429;100
260;21;20230429;89
260;22;20230429;78
260;23;20230429;59
260;24;20230429;47
260;1;20230430;42
260;2;20230430;35
260;3;20230430;30
260;4;20230430;27
260;5;20230430;45
260;6;20230430;78
260;7;20230430;105
260;8;20230430;114
260;9;20230430;133
260;10;20230430;143
260;11;20230430;152
260;12;20230430;167
260;13;20230430;169
260;14;20230430;167
260;15;20230430;172
260;16;20230430;174
260;17;20230430;162
260;18;20230430;153
260;19;20230430;131
260;20;20230430;110
260;21;20230430;98
260;22;20230430;89
260;23;20230430;80
260;24;20230430;66
260;1;20230501;69
260;2;20230501;66
260;3;20230501;75
260;4;20230501;79
260;5;20230501;84
260;6;20230501;91
260;7;20230501;105
260;8;20230501;118
260;9;20230501;130
260;10;20230501;147
260;11;20230501;150
260;12;20230501;140
260;13;20230501;131
260;14;20230501;156
260;15;20230501;167
260;16;20230501;162
260;17;20230501;155
260;18;20230501;144
260;19;20230501;126
260;20;20230501;112
260;21;20230501;109
260;22;20230501;107
260;23;20230501;103
260;24;20230501;102
260;1;20230502;105
260;2;20230502;98
260;3;20230502;93
260;4;20230502;88
260;5;20230502;86
260;6;20230502;87
260;7;20230502;94
260;8;20230502;87
260;9;20230502;97
260;10;20230502;103
260;11;20230502;113
260;12;20230502;112
260;13;20230502;110
260;14;20230502;128
260;15;20230502;119
260;16;20230502;117
260;17;20230502;109
260;18;20230502;100
260;19;20230502;86
260;20;20230502;78
260;21;20230502;71
260;22;20230502;50
260;23;20230502;50
260;24;20230502;33
260;1;20230503;22
260;2;20230503;21
260;3;20230503;16
260;4;20230503;6
260;5;20230503;25
260;6;20230503;55
260;7;20230503;80
260;8;20230503;90
260;9;20230503;105
260;10;20230503;115
260;11;20230503;123
260;12;20230503;139
260;13;20230503;140
260;14;20230503;149
260;15;20230503;150
260;16;20230503;150
260;17;20230503;148
260;18;20230503;134
260;19;20230503;120
260;20;20230503;110
260;21;20230503;101
260;22;20230503;90
260;23;20230503;79
260;24;20230503;74
260;1;20230504;74
260;2;20230504;71
260;3;20230504;67
260;4;20230504;61
260;5;20230504;62
260;6;20230504;78
260;7;20230504;94
260;8;20230504;127
260;9;20230504;146
260;10;20230504;172
260;11;20230504;195
260;12;20230504;202
260;13;20230504;210
260;14;20230504;211
260;15;20230504;216
260;16;20230504;214
260;17;20230504;215
260;18;20230504;200
260;19;20230504;186
260;20;20230504;171
260;21;20230504;168
260;22;20230504;160
260;23;20230504;137
260;24;20230504;141
260;1;20230505;160
260;2;20230505;155
260;3;20230505;129
260;4;20230505;132
260;5;20230505;133
260;6;20230505;144
260;7;20230505;159
260;8;20230505;172
260;9;20230505;174
260;10;20230505;143
260;11;20230505;141
260;12;20230505;139
260;13;20230505;138
260;14;20230505;130
260;15;20230505;140
260;16;20230505;153
260;17;20230505;156
260;18;20230505;149
260;19;20230505;131
260;20;20230505;115
260;21;20230505;116
260;22;20230505;104
260;23;20230505;101
260;24;20230505;107
260;1;20230506;106
260;2;20230506;92
260;3;20230506;96
260;4;20230506;88
260;5;20230506;103
260;6;20230506;110
260;7;20230506;120
260;8;20230506;139
260;9;20230506;164
260;10;20230506;176
260;11;20230506;185
260;12;20230506;193
260;13;20230506;202
260;14;20230506;199
260;15;20230506;197
260;16;20230506;199
260;17;20230506;194
260;18;20230506;151
260;19;20230506;147
260;20;20230506;143
260;21;20230506;142
260;22;20230506;134
260;23;20230506;135
260;24;20230506;132
260;1;20230507;134
260;2;20230507;132
260;3;20230507;131
260;4;20230507;126
260;5;20230507;132
260;6;20230507;137
260;7;20230507;145
260;8;20230507;151
260;9;20230507;159
260;10;20230507;176
260;11;20230507;185
260;12;20230507;198
260;13;20230507;203
260;14;20230507;210
260;15;20230507;171
260;16;20230507;151
260;17;20230507;162
260;18;20230507;161
260;19;20230507;154
260;20;20230507;142
260;21;20230507;131
260;22;20230507;129
260;23;20230507;120
260;24;20230507;109
260;1;20230508;105
260;2;20230508;101
260;3;20230508;96
260;4;20230508;93
260;5;20230508;108
260;6;20230508;122
260;7;20230508;138
260;8;20230508;145
260;9;20230508;156
260;10;20230508;164
260;11;20230508;174
260;12;20230508;183
260;13;20230508;197
260;14;20230508;191
260;15;20230508;195
260;16;20230508;184
260;17;20230508;180
260;18;20230508;169
260;19;20230508;158
260;20;20230508;139
260;21;20230508;149
260;22;20230508;142
260;23;20230508;135
260;24;20230508;137
260;1;20230509;135
260;2;20230509;133
260;3;20230509;132
260;4;20230509;130
260;5;20230509;134
260;6;20230509;140
260;7;20230509;139
260;8;20230509;141
260;9;20230509;141
260;10;20230509;143
260;11;20230509;143
260;12;20230509;144
260;13;20230509;146
260;14;20230509;146
260;15;20230509;145
260;16;20230509;142
260;17;20230509;142
260;18;20230509;139
260;19;20230509;136
260;20;20230509;129
260;21;20230509;128
260;22;20230509;127
260;23;20230509;125
260;24;20230509;123
260;1;20230510;123
260;2;20230510;119
260;3;20230510;119
260;4;20230510;120
260;5;20230510;122
260;6;20230510;118
260;7;20230510;123
260;8;20230510;128
260;9;20230510;132
260;10;20230510;141
260;11;20230510;147
260;12;20230510;154
260;13;20230510;128
260;14;20230510;135
260;15;20230510;139
260;16;20230510;139
260;17;20230510;142
260;18;20230510;143
260;19;20230510;136
260;20;20230510;130
260;21;20230510;123
260;22;20230510;117
260;23;20230510;115
260;24;20230510;116
260;1;20230511;115
260;2;20230511;108
260;3;20230511;102
260;4;20230511;102
260;5;20230511;110
260;6;20230511;117
260;7;20230511;124
260;8;20230511;144
260;9;20230511;151
260;10;20230511;160
260;11;20230511;161
260;12;20230511;136
260;13;20230511;138
260;14;20230511;144
260;15;20230511;142
260;16;20230511;146
260;17;20230511;152
260;18;20230511;143
260;19;20230511;136
260;20;20230511;131
260;21;20230511;130
260;22;20230511;129
260;23;20230511;123
260;24;20230511;116
260;1;20230512;117
260;2;20230512;117
260;3;20230512;117
260;4;20230512;115
260;5;20230512;116
260;6;20230512;122
260;7;20230512;131
260;8;20230512;145
260;9;20230512;171
260;10;20230512;174
260;11;20230512;186
260;12;20230512;195
260;13;20230512;203
260;14;20230512;201
260;15;20230512;202
260;16;20230512;211
260;17;20230512;153
260;18;20230512;159
260;19;20230512;154
260;20;20230512;134
260;21;20230512;145
260;22;20230512;148
260;23;20230512;151
260;24;20230512;145
260;1;20230513;135
260;2;20230513;114
260;3;20230513;112
260;4;20230513;109
260;5;20230513;118
260;6;20230513;133
260;7;20230513;147
260;8;20230513;163
260;9;20230513;182
260;10;20230513;192
260;11;20230513;200
260;12;20230513;208
260;13;20230513;218
260;14;20230513;213
260;15;20230513;213
260;16;20230513;214
260;17;20230513;207
260;18;20230513;194
260;19;20230513;176
260;20;20230513;158
260;21;20230513;145
260;22;20230513;138
260;23;20230513;131
260;24;20230513;126
260;1;20230514;119
260;2;20230514;113
260;3;20230514;109
260;4;20230514;106
260;5;20230514;111
260;6;20230514;123
260;7;20230514;135
260;8;20230514;151
260;9;20230514;163
260;10;20230514;179
260;11;20230514;180
260;12;20230514;187
260;13;20230514;198
260;14;20230514;193
260;15;20230514;194
260;16;20230514;191
260;17;20230514;177
260;18;20230514;154
260;19;20230514;137
260;20;20230514;127
260;21;20230514;119
260;22;20230514;114
260;23;20230514;114
260;24;20230514;110
260;1;20230515;99
260;2;20230515;98
260;3;20230515;94
260;4;20230515;97
260;5;20230515;100
260;6;20230515;106
260;7;20230515;117
260;8;20230515;127
260;9;20230515;129
260;10;20230515;128
260;11;20230515;130
260;12;20230515;142
260;13;20230515;144
260;14;20230515;137
260;15;20230515;129
260;16;20230515;124
260;17;20230515;127
260;18;20230515;114
260;19;20230515;108
260;20;20230515;100
260;21;20230515;99
260;22;20230515;95
260;23;20230515;88
260;24;20230515;85
260;1;20230516;79
260;2;20230516;78
260;3;20230516;74
260;4;20230516;59
260;5;20230516;76
260;6;20230516;97
260;7;20230516;113
260;8;20230516;107
260;9;20230516;128
260;10;20230516;130
260;11;20230516;138
260;12;20230516;124
260;13;20230516;138
260;14;20230516;136
260;15;20230516;145
260;16;20230516;129
260;17;20230516;133
260;18;20230516;126
260;19;20230516;115
260;20;20230516;99
260;21;20230516;91
260;22;20230516;85
260;23;20230516;83
260;24;20230516;79
260;1;20230517;73
260;2;20230517;88
260;3;20230517;81
260;4;20230517;87
260;5;20230517;88
260;6;20230517;104
260;7;20230517;106
260;8;20230517;116
260;9;20230517;128
260;10;20230517;130
260;11;20230517;134
260;12;20230517;133
260;13;20230517;135
260;14;20230517;139
260;15;20230517;141
260;16;20230517;135
260;17;20230517;128
260;18;20230517;117
260;19;20230517;105
260;20;20230517;91
260;21;20230517;82
260;22;20230517;71
260;23;20230517;64
260;24;20230517;47
260;1;20230518;48
260;2;20230518;38
260;3;20230518;45
260;4;20230518;43
260;5;20230518;52
260;6;20230518;69
260;7;20230518;93
260;8;20230518;95
260;9;20230518;101
260;10;20230518;114
260;11;20230518;118
260;12;20230518;134
260;13;20230518;139
260;14;20230518;145
260;15;20230518;147
260;16;20230518;154
260;17;20230518;151
260;18;20230518;143
260;19;20230518;133
260;20;20230518;112
260;21;20230518;109
260;22;20230518;100
260;23;20230518;94
260;24;20230518;82
260;1;20230519;77
260;2;20230519;74
260;3;20230519;69
260;4;20230519;67
260;5;20230519;75
260;6;20230519;94
260;7;20230519;124
260;8;20230519;140
260;9;20230519;151
260;10;20230519;168
260;11;20230519;175
260;12;20230519;178
260;13;20230519;178
260;14;20230519;181
260;15;20230519;184
260;16;20230519;190
260;17;20230519;185
260;18;20230519;173
260;19;20230519;159
260;20;20230519;148
260;21;20230519;139
260;22;20230519;132
260;23;20230519;124
260;24;20230519;118
260;1;20230520;112
260;2;20230520;109
260;3;20230520;106
260;4;20230520;105
260;5;20230520;114
260;6;20230520;129
260;7;20230520;143
260;8;20230520;163
260;9;20230520;169
260;10;20230520;187
260;11;20230520;187
260;12;20230520;194
260;13;20230520;194
260;14;20230520;192
260;15;20230520;195
260;16;20230520;191
260;17;20230520;188
260;18;20230520;184
260;19;20230520;176
260;20;20230520;168
260;21;20230520;154
260;22;20230520;153
260;23;20230520;148
260;24;20230520;147
260;1;20230521;146
260;2;20230521;144
260;3;20230521;143
260;4;20230521;141
260;5;20230521;141
260;6;20230521;142
260;7;20230521;150
260;8;20230521;159
260;9;20230521;171
260;10;20230521;182
260;11;20230521;201
260;12;20230521;195
260;13;20230521;200
260;14;20230521;207
260;15;20230521;207
260;16;20230521;202
260;17;20230521;200
260;18;20230521;190
260;19;20230521;178
260;20;20230521;166
260;21;20230521;156
260;22;20230521;147
260;23;20230521;143
260;24;20230521;142
260;1;20230522;143
260;2;20230522;141
260;3;20230522;135
260;4;20230522;123
260;5;20230522;133
260;6;20230522;148
260;7;20230522;170
260;8;20230522;188
260;9;20230522;206
260;10;20230522;216
260;11;20230522;227
260;12;20230522;239
260;13;20230522;235
260;14;20230522;229
260;15;20230522;223
260;16;20230522;217
260;17;20230522;209
260;18;20230522;199
260;19;20230522;184
260;20;20230522;169
260;21;20230522;153
260;22;20230522;143
260;23;20230522;142
260;24;20230522;137
260;1;20230523;130
260;2;20230523;130
260;3;20230523;131
260;4;20230523;126
260;5;20230523;119
260;6;20230523;118
260;7;20230523;116
260;8;20230523;129
260;9;20230523;139
260;10;20230523;140
260;11;20230523;140
260;12;20230523;140
260;13;20230523;149
260;14;20230523;146
260;15;20230523;142
260;16;20230523;139
260;17;20230523;136
260;18;20230523;126
260;19;20230523;117
260;20;20230523;108
260;21;20230523;96
260;22;20230523;91
260;23;20230523;89
260;24;20230523;68
260;1;20230524;58
260;2;20230524;58
260;3;20230524;48
260;4;20230524;48
260;5;20230524;77
260;6;20230524;109
260;7;20230524;119
260;8;20230524;131
260;9;20230524;143
260;10;20230524;149
260;11;20230524;145
260;12;20230524;150
260;13;20230524;154
260;14;20230524;155
260;15;20230524;154
260;16;20230524;153
260;17;20230524;156
260;18;20230524;151
260;19;20230524;139
260;20;20230524;125
260;21;20230524;109
260;22;20230524;96
260;23;20230524;81
260;24;20230524;74
260;1;20230525;64
260;2;20230525;57
260;3;20230525;54
260;4;20230525;52
260;5;20230525;80
260;6;20230525;113
260;7;20230525;124
260;8;20230525;139
260;9;20230525;138
260;10;20230525;148
260;11;20230525;152
260;12;20230525;166
260;13;20230525;154
260;14;20230525;160
260;15;20230525;167
260;16;20230525;168
260;17;20230525;159
260;18;20230525;148
260;19;20230525;132
260;20;20230525;120
260;21;20230525;110
260;22;20230525;101
260;23;20230525;92
260;24;20230525;87
260;1;20230526;81
260;2;20230526;77
260;3;20230526;71
260;4;20230526;68
260;5;20230526;81
260;6;20230526;97
260;7;20230526;111
260;8;20230526;117
260;9;20230526;130
260;10;20230526;140
260;11;20230526;156
260;12;20230526;165
260;13;20230526;175
260;14;20230526;177
260;15;20230526;181
260;16;20230526;176
260;17;20230526;161
260;18;20230526;151
260;19;20230526;138
260;20;20230526;126
260;21;20230526;114
260;22;20230526;104
260;23;20230526;92
260;24;20230526;83
260;1;20230527;79
260;2;20230527;74
260;3;20230527;66
260;4;20230527;62
260;5;20230527;76
260;6;20230527;99
260;7;20230527;119
260;8;20230527;133
260;9;20230527;155
260;10;20230527;167
260;11;20230527;181
260;12;20230527;192
260;13;20230527;204
260;14;20230527;216
260;15;20230527;218
260;16;20230527;215
260;17;20230527;201
260;18;20230527;192
260;19;20230527;181
260;20;20230527;164
260;21;20230527;147
260;22;20230527;139
260;23;20230527;131
260;24;20230527;121
260;1;20230528;115
260;2;20230528;112
260;3;20230528;110
260;4;20230528;107
260;5;20230528;114
260;6;20230528;131
260;7;20230528;151
260;8;20230528;170
260;9;20230528;184
260;10;20230528;192
260;11;20230528;206
260;12;20230528;207
260;13;20230528;207
260;14;20230528;208
260;15;20230528;212
260;16;20230528;201
260;17;20230528;187
260;18;20230528;175
260;19;20230528;157
260;20;20230528;144
260;21;20230528;131
260;22;20230528;119
260;23;20230528;111
260;24;20230528;105
260;1;20230529;99
260;2;20230529;94
260;3;20230529;90
260;4;20230529;87
260;5;20230529;94
260;6;20230529;106
260;7;20230529;118
260;8;20230529;128
260;9;20230529;134
260;10;20230529;142
260;11;20230529;156
260;12;20230529;159
260;13;20230529;169
260;14;20230529;169
260;15;20230529;168
260;16;20230529;171
260;17;20230529;161
260;18;20230529;150
260;19;20230529;138
260;20;20230529;123
260;21;20230529;114
260;22;20230529;105
260;23;20230529;99
260;24;20230529;95
260;1;20230530;91
260;2;20230530;86
260;3;20230530;75
260;4;20230530;91
260;5;20230530;106
260;6;20230530;108
260;7;20230530;128
260;8;20230530;137
260;9;20230530;146
260;10;20230530;154
260;11;20230530;160
260;12;20230530;145
260;13;20230530;144
260;14;20230530;146
260;15;20230530;151
260;16;20230530;148
260;17;20230530;146
260;18;20230530;145
260;19;20230530;140
260;20;20230530;130
260;21;20230530;124
260;22;20230530;123
260;23;20230530;115
260;24;20230530;109
260;1;20230531;102
260;2;20230531;99
260;3;20230531;93
260;4;20230531;94
260;5;20230531;106
260;6;20230531;120
260;7;20230531;143
260;8;20230531;161
260;9;20230531;182
260;10;20230531;196
260;11;20230531;206
260;12;20230531;215
260;13;20230531;220
260;14;20230531;214
260;15;20230531;211
260;16;20230531;207
260;17;20230531;197
260;18;20230531;182
260;19;20230531;164
260;20;20230531;141
260;21;20230531;128
260;22;20230531;116
260;23;20230531;107
260;24;20230531;103
260;1;20230601;104
260;2;20230601;104
260;3;20230601;102
260;4;20230601;103
260;5;20230601;104
260;6;20230601;112
260;7;20230601;120
260;8;20230601;128
260;9;20230601;135
260;10;20230601;152
260;11;20230601;155
260;12;20230601;158
260;13;20230601;140
260;14;20230601;144
260;15;20230601;142
260;16;20230601;140
260;17;20230601;133
260;18;20230601;128
260;19;20230601;123
260;20;20230601;121
260;21;20230601;118
260;22;20230601;113
260;23;20230601;111
260;24;20230601;114
260;1;20230602;109
260;2;20230602;106
260;3;20230602;106
260;4;20230602;104
260;5;20230602;107
260;6;20230602;110
260;7;20230602;113
260;8;20230602;116
260;9;20230602;119
260;10;20230602;132
260;11;20230602;137
260;12;20230602;147
260;13;20230602;160
260;14;20230602;175
260;15;20230602;180
260;16;20230602;181
260;17;20230602;179
260;18;20230602;178
260;19;20230602;169
260;20;20230602;159
260;21;20230602;148
260;22;20230602;140
260;23;20230602;131
260;24;20230602;124
260;1;20230603;118
260;2;20230603;104
260;3;20230603;101
260;4;20230603;99
260;5;20230603;111
260;6;20230603;137
260;7;20230603;159
260;8;20230603;175
260;9;20230603;188
260;10;20230603;189
260;11;20230603;201
260;12;20230603;210
260;13;20230603;208
260;14;20230603;211
260;15;20230603;215
260;16;20230603;212
260;17;20230603;209
260;18;20230603;202
260;19;20230603;192
260;20;20230603;172
260;21;20230603;156
260;22;20230603;144
260;23;20230603;136
260;24;20230603;124
260;1;20230604;116
260;2;20230604;114
260;3;20230604;106
260;4;20230604;101
260;5;20230604;114
260;6;20230604;131
260;7;20230604;150
260;8;20230604;167
260;9;20230604;184
260;10;20230604;196
260;11;20230604;200
260;12;20230604;208
260;13;20230604;210
260;14;20230604;215
260;15;20230604;211
260;16;20230604;205
260;17;20230604;196
260;18;20230604;181
260;19;20230604;166
260;20;20230604;150
260;21;20230604;138
260;22;20230604;128
260;23;20230604;118
260;24;20230604;109
260;1;20230605;104
260;2;20230605;100
260;3;20230605;95
260;4;20230605;96
260;5;20230605;103
260;6;20230605;114
260;7;20230605;123
260;8;20230605;140
260;9;20230605;157
260;10;20230605;172
260;11;20230605;180
260;12;20230605;188
260;13;20230605;196
260;14;20230605;195
260;15;20230605;194
260;16;20230605;188
260;17;20230605;177
260;18;20230605;167
260;19;20230605;153
260;20;20230605;143
260;21;20230605;134
260;22;20230605;126
260;23;20230605;116
260;24;20230605;110
260;1;20230606;105
260;2;20230606;101
260;3;20230606;99
260;4;20230606;100
260;5;20230606;110
260;6;20230606;123
260;7;20230606;138
260;8;20230606;154
260;9;20230606;177
260;10;20230606;184
260;11;20230606;192
260;12;20230606;207
260;13;20230606;210
260;14;20230606;213
260;15;20230606;212
260;16;20230606;209
260;17;20230606;196
260;18;20230606;187
260;19;20230606;173
260;20;20230606;156
260;21;20230606;143
260;22;20230606;135
260;23;20230606;126
260;24;20230606;116
260;1;20230607;110
260;2;20230607;106
260;3;20230607;103
260;4;20230607;103
260;5;20230607;108
260;6;20230607;108
260;7;20230607;126
260;8;20230607;147
260;9;20230607;167
260;10;20230607;177
260;11;20230607;195
260;12;20230607;213
260;13;20230607;216
260;14;20230607;213
260;15;20230607;213
260;16;20230607;216
260;17;20230607;210
260;18;20230607;197
260;19;20230607;180
260;20;20230607;163
260;21;20230607;149
260;22;20230607;142
260;23;20230607;136
260;24;20230607;124
260;1;20230608;117
260;2;20230608;110
260;3;20230608;108
260;4;20230608;109
260;5;20230608;115
260;6;20230608;123
260;7;20230608;142
260;8;20230608;150
260;9;20230608;180
260;10;20230608;198
260;11;20230608;214
260;12;20230608;226
260;13;20230608;236
260;14;20230608;245
260;15;20230608;244
260;16;20230608;238
260;17;20230608;233
260;18;20230608;226
260;19;20230608;211
260;20;20230608;194
260;21;20230608;177
260;22;20230608;165
260;23;20230608;154
260;24;20230608;145
260;1;20230609;138
260;2;20230609;133
260;3;20230609;130
260;4;20230609;124
260;5;20230609;132
260;6;20230609;152
260;7;20230609;175
260;8;20230609;203
260;9;20230609;225
260;10;20230609;246
260;11;20230609;263
260;12;20230609;269
260;13;20230609;276
260;14;20230609;279
260;15;20230609;285
260;16;20230609;275
260;17;20230609;274
260;18;20230609;276
260;19;20230609;262
260;20;20230609;251
260;21;20230609;237
260;22;20230609;225
260;23;20230609;206
260;24;20230609;200
260;1;20230610;192
260;2;20230610;188
260;3;20230610;181
260;4;20230610;180
260;5;20230610;186
260;6;20230610;200
260;7;20230610;215
260;8;20230610;233
260;9;20230610;255
260;10;20230610;269
260;11;20230610;278
260;12;20230610;284
260;13;20230610;289
260;14;20230610;293
260;15;20230610;294
260;16;20230610;291
260;17;20230610;285
260;18;20230610;276
260;19;20230610;259
260;20;20230610;241
260;21;20230610;218
260;22;20230610;202
260;23;20230610;179
260;24;20230610;173
260;1;20230611;161
260;2;20230611;173
260;3;20230611;157
260;4;20230611;163
260;5;20230611;195
260;6;20230611;214
260;7;20230611;233
260;8;20230611;249
260;9;20230611;263
260;10;20230611;277
260;11;20230611;289
260;12;20230611;293
260;13;20230611;299
260;14;20230611;299
260;15;20230611;299
260;16;20230611;299
260;17;20230611;294
260;18;20230611;288
260;19;20230611;277
260;20;20230611;256
260;21;20230611;240
260;22;20230611;232
260;23;20230611;223
260;24;20230611;215
260;1;20230612;208
260;2;20230612;189
260;3;20230612;167
260;4;20230612;178
260;5;20230612;189
260;6;20230612;214
260;7;20230612;240
260;8;20230612;259
260;9;20230612;269
260;10;20230612;276
260;11;20230612;281
260;12;20230612;287
260;13;20230612;293
260;14;20230612;295
260;15;20230612;294
260;16;20230612;279
260;17;20230612;280
260;18;20230612;272
260;19;20230612;263
260;20;20230612;241
260;21;20230612;231
260;22;20230612;220
260;23;20230612;211
260;24;20230612;202
260;1;20230613;187
260;2;20230613;177
260;3;20230613;156
260;4;20230613;150
260;5;20230613;169
260;6;20230613;195
260;7;20230613;223
260;8;20230613;240
260;9;20230613;247
260;10;20230613;256
260;11;20230613;261
260;12;20230613;265
260;13;20230613;268
260;14;20230613;268
260;15;20230613;267
260;16;20230613;266
260;17;20230613;269
260;18;20230613;263
260;19;20230613;244
260;20;20230613;226
260;21;20230613;213
260;22;20230613;195
260;23;20230613;185
260;24;20230613;175
260;1;20230614;170
260;2;20230614;161
260;3;20230614;148
260;4;20230614;144
260;5;20230614;155
260;6;20230614;178
260;7;20230614;197
260;8;20230614;220
260;9;20230614;230
260;10;20230614;233
260;11;20230614;239
260;12;20230614;245
260;13;20230614;249
260;14;20230614;248
260;15;20230614;251
260;16;20230614;248
260;17;20230614;246
260;18;20230614;237
260;19;20230614;226
260;20;20230614;207
260;21;20230614;173
260;22;20230614;156
260;23;20230614;137
260;24;20230614;162
260;1;20230615;141
260;2;20230615;130
260;3;20230615;117
260;4;20230615;112
260;5;20230615;158
260;6;20230615;177
260;7;20230615;209
260;8;20230615;226
260;9;20230615;242
260;10;20230615;242
260;11;20230615;243
260;12;20230615;244
260;13;20230615;257
260;14;20230615;259
260;15;20230615;252
260;16;20230615;252
260;17;20230615;244
260;18;20230615;235
260;19;20230615;226
260;20;20230615;207
260;21;20230615;182
260;22;20230615;183
260;23;20230615;144
260;24;20230615;125
260;1;20230616;114
260;2;20230616;110
260;3;20230616;106
260;4;20230616;106
260;5;20230616;132
260;6;20230616;179
260;7;20230616;202
260;8;20230616;226
260;9;20230616;235
260;10;20230616;239
260;11;20230616;251
260;12;20230616;259
260;13;20230616;257
260;14;20230616;259
260;15;20230616;252
260;16;20230616;250
260;17;20230616;243
260;18;20230616;235
260;19;20230616;215
260;20;20230616;193
260;21;20230616;156
260;22;20230616;131
260;23;20230616;118
260;24;20230616;110
260;1;20230617;100
260;2;20230617;99
260;3;20230617;92
260;4;20230617;95
260;5;20230617;123
260;6;20230617;171
260;7;20230617;194
260;8;20230617;216
260;9;20230617;227
260;10;20230617;240
260;11;20230617;249
260;12;20230617;255
260;13;20230617;265
260;14;20230617;272
260;15;20230617;269
260;16;20230617;269
260;17;20230617;265
260;18;20230617;255
260;19;20230617;234
260;20;20230617;220
260;21;20230617;205
260;22;20230617;201
260;23;20230617;206
260;24;20230617;207
260;1;20230618;196
260;2;20230618;172
260;3;20230618;152
260;4;20230618;159
260;5;20230618;177
260;6;20230618;198
260;7;20230618;218
260;8;20230618;226
260;9;20230618;241
260;10;20230618;246
260;11;20230618;241
260;12;20230618;243
260;13;20230618;240
260;14;20230618;241
260;15;20230618;248
260;16;20230618;243
260;17;20230618;235
260;18;20230618;232
260;19;20230618;230
260;20;20230618;227
260;21;20230618;219
260;22;20230618;222
260;23;20230618;223
260;24;20230618;225
260;1;20230619;214
260;2;20230619;202
260;3;20230619;200
260;4;20230619;193
260;5;20230619;191
260;6;20230619;188
260;7;20230619;193
260;8;20230619;193
260;9;20230619;199
260;10;20230619;204
260;11;20230619;220
260;12;20230619;223
260;13;20230619;235
260;14;20230619;249
260;15;20230619;250
260;16;20230619;253
260;17;20230619;239
260;18;20230619;233
260;19;20230619;225
260;20;20230619;212
260;21;20230619;200
260;22;20230619;198
260;23;20230619;198
260;24;20230619;198
260;1;20230620;200
260;2;20230620;195
260;3;20230620;198
260;4;20230620;193
260;5;20230620;195
260;6;20230620;216
260;7;20230620;224
260;8;20230620;236
260;9;20230620;245
260;10;20230620;269
260;11;20230620;268
260;12;20230620;279
260;13;20230620;281
260;14;20230620;286
260;15;20230620;274
260;16;20230620;203
260;17;20230620;197
260;18;20230620;194
260;19;20230620;195
260;20;20230620;195
260;21;20230620;192
260;22;20230620;191
260;23;20230620;187
260;24;20230620;187
260;1;20230621;183
260;2;20230621;183
260;3;20230621;182
260;4;20230621;177
260;5;20230621;184
260;6;20230621;196
260;7;20230621;201
260;8;20230621;211
260;9;20230621;220
260;10;20230621;234
260;11;20230621;239
260;12;20230621;247
260;13;20230621;254
260;14;20230621;250
260;15;20230621;248
260;16;20230621;240
260;17;20230621;240
260;18;20230621;230
260;19;20230621;223
260;20;20230621;202
260;21;20230621;177
260;22;20230621;165
260;23;20230621;159
260;24;20230621;149
260;1;20230622;145
260;2;20230622;137
260;3;20230622;132
260;4;20230622;138
260;5;20230622;168
260;6;20230622;179
260;7;20230622;208
260;8;20230622;223
260;9;20230622;237
260;10;20230622;239
260;11;20230622;235
260;12;20230622;230
260;13;20230622;226
260;14;20230622;206
260;15;20230622;199
260;16;20230622;193
260;17;20230622;190
260;18;20230622;192
260;19;20230622;189
260;20;20230622;186
260;21;20230622;179
260;22;20230622;174
260;23;20230622;172
260;24;20230622;168
260;1;20230623;164
260;2;20230623;149
260;3;20230623;152
260;4;20230623;154
260;5;20230623;162
260;6;20230623;180
260;7;20230623;194
260;8;20230623;209
260;9;20230623;224
260;10;20230623;229
260;11;20230623;240
260;12;20230623;247
260;13;20230623;250
260;14;20230623;250
260;15;20230623;252
260;16;20230623;248
