# STN;YYYYMMDD;HH;T
260;20180425;11;114
260;20180425;12;122
260;20180425;13;122
260;20180425;14;128
260;20180425;15;135
260;20180425;16;139
260;20180425;17;135
260;20180425;18;125
260;20180425;19;113
260;20180425;20;105
260;20180425;21;108
260;20180425;22;92
260;20180425;23;99
260;20180425;24;93
260;20180426;1;79
260;20180426;2;82
260;20180426;3;83
260;20180426;4;84
260;20180426;5;84
260;20180426;6;90
260;20180426;7;98
260;20180426;8;105
260;20180426;9;108
260;20180426;10;115
260;20180426;11;119
260;20180426;12;120
260;20180426;13;133
260;20180426;14;130
260;20180426;15;125
260;20180426;16;129
260;20180426;17;125
260;20180426;18;117
260;20180426;19;108
260;20180426;20;95
260;20180426;21;96
260;20180426;22;93
260;20180426;23;83
260;20180426;24;78
260;20180427;1;61
260;20180427;2;46
260;20180427;3;52
260;20180427;4;44
260;20180427;5;56
260;20180427;6;65
260;20180427;7;81
260;20180427;8;97
260;20180427;9;106
260;20180427;10;115
260;20180427;11;122
260;20180427;12;135
260;20180427;13;131
260;20180427;14;142
260;20180427;15;145
260;20180427;16;141
260;20180427;17;134
260;20180427;18;128
260;20180427;19;120
260;20180427;20;118
260;20180427;21;111
260;20180427;22;108
260;20180427;23;113
260;20180427;24;106
260;20180428;1;102
260;20180428;2;106
260;20180428;3;117
260;20180428;4;112
260;20180428;5;116
260;20180428;6;115
260;20180428;7;117
260;20180428;8;126
260;20180428;9;133
260;20180428;10;140
260;20180428;11;138
260;20180428;12;132
260;20180428;13;142
260;20180428;14;141
260;20180428;15;143
260;20180428;16;143
260;20180428;17;139
260;20180428;18;135
260;20180428;19;127
260;20180428;20;112
260;20180428;21;97
260;20180428;22;75
260;20180428;23;62
260;20180428;24;49
260;20180429;1;42
260;20180429;2;38
260;20180429;3;33
260;20180429;4;36
260;20180429;5;53
260;20180429;6;69
260;20180429;7;88
260;20180429;8;101
260;20180429;9;104
260;20180429;10;107
260;20180429;11;111
260;20180429;12;117
260;20180429;13;116
260;20180429;14;118
260;20180429;15;117
260;20180429;16;120
260;20180429;17;121
260;20180429;18;116
260;20180429;19;113
260;20180429;20;104
260;20180429;21;99
260;20180429;22;95
260;20180429;23;92
260;20180429;24;92
260;20180430;1;92
260;20180430;2;92
260;20180430;3;92
260;20180430;4;94
260;20180430;5;97
260;20180430;6;98
260;20180430;7;101
260;20180430;8;103
260;20180430;9;110
260;20180430;10;115
260;20180430;11;114
260;20180430;12;119
260;20180430;13;129
260;20180430;14;112
260;20180430;15;109
260;20180430;16;112
260;20180430;17;107
260;20180430;18;90
260;20180430;19;75
260;20180430;20;65
260;20180430;21;58
260;20180430;22;67
260;20180430;23;65
260;20180430;24;64
260;20180501;1;57
260;20180501;2;58
260;20180501;3;61
260;20180501;4;60
260;20180501;5;59
260;20180501;6;56
260;20180501;7;61
260;20180501;8;64
260;20180501;9;79
260;20180501;10;89
260;20180501;11;102
260;20180501;12;113
260;20180501;13;116
260;20180501;14;128
260;20180501;15;121
260;20180501;16;126
260;20180501;17;121
260;20180501;18;117
260;20180501;19;90
260;20180501;20;59
260;20180501;21;54
260;20180501;22;42
260;20180501;23;30
260;20180501;24;29
260;20180502;1;24
260;20180502;2;22
260;20180502;3;36
260;20180502;4;32
260;20180502;5;41
260;20180502;6;70
260;20180502;7;93
260;20180502;8;116
260;20180502;9;125
260;20180502;10;131
260;20180502;11;140
260;20180502;12;150
260;20180502;13;157
260;20180502;14;162
260;20180502;15;165
260;20180502;16;168
260;20180502;17;159
260;20180502;18;148
260;20180502;19;135
260;20180502;20;119
260;20180502;21;113
260;20180502;22;114
260;20180502;23;102
260;20180502;24;89
260;20180503;1;76
260;20180503;2;71
260;20180503;3;74
260;20180503;4;58
260;20180503;5;56
260;20180503;6;97
260;20180503;7;108
260;20180503;8;114
260;20180503;9;123
260;20180503;10;133
260;20180503;11;139
260;20180503;12;141
260;20180503;13;146
260;20180503;14;149
260;20180503;15;148
260;20180503;16;145
260;20180503;17;143
260;20180503;18;134
260;20180503;19;109
260;20180503;20;98
260;20180503;21;90
260;20180503;22;57
260;20180503;23;45
260;20180503;24;41
260;20180504;1;41
260;20180504;2;34
260;20180504;3;31
260;20180504;4;24
260;20180504;5;42
260;20180504;6;78
260;20180504;7;117
260;20180504;8;138
260;20180504;9;148
260;20180504;10;160
260;20180504;11;168
260;20180504;12;167
260;20180504;13;174
260;20180504;14;178
260;20180504;15;177
260;20180504;16;168
260;20180504;17;168
260;20180504;18;156
260;20180504;19;143
260;20180504;20;128
260;20180504;21;119
260;20180504;22;107
260;20180504;23;98
260;20180504;24;86
260;20180505;1;82
260;20180505;2;77
260;20180505;3;59
260;20180505;4;60
260;20180505;5;69
260;20180505;6;93
260;20180505;7;120
260;20180505;8;154
260;20180505;9;173
260;20180505;10;184
260;20180505;11;192
260;20180505;12;201
260;20180505;13;209
260;20180505;14;213
260;20180505;15;218
260;20180505;16;217
260;20180505;17;212
260;20180505;18;197
260;20180505;19;178
260;20180505;20;160
260;20180505;21;115
260;20180505;22;110
260;20180505;23;115
260;20180505;24;116
260;20180506;1;92
260;20180506;2;93
260;20180506;3;89
260;20180506;4;67
260;20180506;5;86
260;20180506;6;123
260;20180506;7;149
260;20180506;8;172
260;20180506;9;198
260;20180506;10;212
260;20180506;11;228
260;20180506;12;235
260;20180506;13;243
260;20180506;14;250
260;20180506;15;256
260;20180506;16;252
260;20180506;17;245
260;20180506;18;231
260;20180506;19;210
260;20180506;20;163
260;20180506;21;138
260;20180506;22;136
260;20180506;23;140
260;20180506;24;122
260;20180507;1;116
260;20180507;2;105
260;20180507;3;97
260;20180507;4;87
260;20180507;5;115
260;20180507;6;157
260;20180507;7;175
260;20180507;8;193
260;20180507;9;208
260;20180507;10;225
260;20180507;11;232
260;20180507;12;248
260;20180507;13;240
260;20180507;14;244
260;20180507;15;250
260;20180507;16;248
260;20180507;17;244
260;20180507;18;237
260;20180507;19;199
260;20180507;20;153
260;20180507;21;134
260;20180507;22;129
260;20180507;23;151
260;20180507;24;134
260;20180508;1;115
260;20180508;2;113
260;20180508;3;100
260;20180508;4;99
260;20180508;5;132
260;20180508;6;164
260;20180508;7;183
260;20180508;8;199
260;20180508;9;216
260;20180508;10;234
260;20180508;11;248
260;20180508;12;256
260;20180508;13;259
260;20180508;14;265
260;20180508;15;261
260;20180508;16;258
260;20180508;17;255
260;20180508;18;245
260;20180508;19;202
260;20180508;20;161
260;20180508;21;190
260;20180508;22;167
260;20180508;23;134
260;20180508;24;118
260;20180509;1;113
260;20180509;2;106
260;20180509;3;105
260;20180509;4;102
260;20180509;5;124
260;20180509;6;167
260;20180509;7;191
260;20180509;8;208
260;20180509;9;229
260;20180509;10;240
260;20180509;11;246
260;20180509;12;250
260;20180509;13;244
260;20180509;14;252
260;20180509;15;242
260;20180509;16;218
260;20180509;17;205
260;20180509;18;189
260;20180509;19;174
260;20180509;20;162
260;20180509;21;149
260;20180509;22;138
260;20180509;23;132
260;20180509;24;120
260;20180510;1;121
260;20180510;2;127
260;20180510;3;129
260;20180510;4;124
260;20180510;5;116
260;20180510;6;112
260;20180510;7;114
260;20180510;8;120
260;20180510;9;127
260;20180510;10;140
260;20180510;11;149
260;20180510;12;149
260;20180510;13;158
260;20180510;14;156
260;20180510;15;162
260;20180510;16;141
260;20180510;17;138
260;20180510;18;128
260;20180510;19;114
260;20180510;20;91
260;20180510;21;80
260;20180510;22;80
260;20180510;23;72
260;20180510;24;53
260;20180511;1;42
260;20180511;2;37
260;20180511;3;30
260;20180511;4;28
260;20180511;5;48
260;20180511;6;90
260;20180511;7;119
260;20180511;8;121
260;20180511;9;141
260;20180511;10;153
260;20180511;11;161
260;20180511;12;167
260;20180511;13;174
260;20180511;14;183
260;20180511;15;180
260;20180511;16;186
260;20180511;17;179
260;20180511;18;172
260;20180511;19;150
260;20180511;20;124
260;20180511;21;119
260;20180511;22;120
260;20180511;23;116
260;20180511;24;108
260;20180512;1;106
260;20180512;2;90
260;20180512;3;79
260;20180512;4;73
260;20180512;5;99
260;20180512;6;143
260;20180512;7;155
260;20180512;8;167
260;20180512;9;182
260;20180512;10;195
260;20180512;11;202
260;20180512;12;207
260;20180512;13;222
260;20180512;14;223
260;20180512;15;226
260;20180512;16;226
260;20180512;17;216
260;20180512;18;208
260;20180512;19;195
260;20180512;20;185
260;20180512;21;173
260;20180512;22;170
260;20180512;23;171
260;20180512;24;163
260;20180513;1;153
260;20180513;2;139
260;20180513;3;124
260;20180513;4;123
260;20180513;5;149
260;20180513;6;151
260;20180513;7;148
260;20180513;8;138
260;20180513;9;144
260;20180513;10;143
260;20180513;11;141
260;20180513;12;142
260;20180513;13;140
260;20180513;14;131
260;20180513;15;126
260;20180513;16;126
260;20180513;17;122
260;20180513;18;120
260;20180513;19;117
260;20180513;20;115
260;20180513;21;114
260;20180513;22;115
260;20180513;23;114
260;20180513;24;113
260;20180514;1;112
260;20180514;2;113
260;20180514;3;113
260;20180514;4;113
260;20180514;5;117
260;20180514;6;123
260;20180514;7;127
260;20180514;8;135
260;20180514;9;166
260;20180514;10;204
260;20180514;11;215
260;20180514;12;229
260;20180514;13;242
260;20180514;14;253
260;20180514;15;257
260;20180514;16;255
260;20180514;17;252
260;20180514;18;245
260;20180514;19;233
260;20180514;20;216
260;20180514;21;206
260;20180514;22;194
260;20180514;23;184
260;20180514;24;179
260;20180515;1;171
260;20180515;2;154
260;20180515;3;145
260;20180515;4;126
260;20180515;5;148
260;20180515;6;165
260;20180515;7;189
260;20180515;8;208
260;20180515;9;219
260;20180515;10;226
260;20180515;11;230
260;20180515;12;235
260;20180515;13;235
260;20180515;14;240
260;20180515;15;231
260;20180515;16;235
260;20180515;17;231
260;20180515;18;217
260;20180515;19;204
260;20180515;20;182
260;20180515;21;170
260;20180515;22;159
260;20180515;23;151
260;20180515;24;143
260;20180516;1;143
260;20180516;2;134
260;20180516;3;135
260;20180516;4;144
260;20180516;5;152
260;20180516;6;166
260;20180516;7;167
260;20180516;8;164
260;20180516;9;184
260;20180516;10;203
260;20180516;11;199
260;20180516;12;192
260;20180516;13;186
260;20180516;14;182
260;20180516;15;171
260;20180516;16;155
260;20180516;17;144
260;20180516;18;137
260;20180516;19;134
260;20180516;20;122
260;20180516;21;116
260;20180516;22;113
260;20180516;23;115
260;20180516;24;110
260;20180517;1;102
260;20180517;2;100
260;20180517;3;96
260;20180517;4;92
260;20180517;5;97
260;20180517;6;101
260;20180517;7;111
260;20180517;8;117
260;20180517;9;125
260;20180517;10;136
260;20180517;11;141
260;20180517;12;144
260;20180517;13;146
260;20180517;14;145
260;20180517;15;140
260;20180517;16;140
260;20180517;17;123
260;20180517;18;119
260;20180517;19;107
260;20180517;20;97
260;20180517;21;92
260;20180517;22;90
260;20180517;23;86
260;20180517;24;85
260;20180518;1;83
260;20180518;2;85
260;20180518;3;84
260;20180518;4;87
260;20180518;5;89
260;20180518;6;93
260;20180518;7;98
260;20180518;8;113
260;20180518;9;125
260;20180518;10;125
260;20180518;11;130
260;20180518;12;129
260;20180518;13;133
260;20180518;14;136
260;20180518;15;139
260;20180518;16;133
260;20180518;17;120
260;20180518;18;115
260;20180518;19;108
260;20180518;20;103
260;20180518;21;102
260;20180518;22;101
260;20180518;23;98
260;20180518;24;97
260;20180519;1;96
260;20180519;2;92
260;20180519;3;91
260;20180519;4;89
260;20180519;5;94
260;20180519;6;99
260;20180519;7;102
260;20180519;8;109
260;20180519;9;117
260;20180519;10;123
260;20180519;11;123
260;20180519;12;127
260;20180519;13;133
260;20180519;14;132
260;20180519;15;135
260;20180519;16;139
260;20180519;17;140
260;20180519;18;138
260;20180519;19;136
260;20180519;20;124
260;20180519;21;101
260;20180519;22;79
260;20180519;23;70
260;20180519;24;62
260;20180520;1;54
260;20180520;2;49
260;20180520;3;65
260;20180520;4;64
260;20180520;5;74
260;20180520;6;100
260;20180520;7;141
260;20180520;8;165
260;20180520;9;180
260;20180520;10;192
260;20180520;11;200
260;20180520;12;210
260;20180520;13;223
260;20180520;14;230
260;20180520;15;237
260;20180520;16;241
260;20180520;17;229
260;20180520;18;207
260;20180520;19;192
260;20180520;20;171
260;20180520;21;130
260;20180520;22;120
260;20180520;23;114
260;20180520;24;97
260;20180521;1;103
260;20180521;2;114
260;20180521;3;102
260;20180521;4;95
260;20180521;5;127
260;20180521;6;151
260;20180521;7;180
260;20180521;8;193
260;20180521;9;214
260;20180521;10;229
260;20180521;11;241
260;20180521;12;249
260;20180521;13;241
260;20180521;14;234
260;20180521;15;233
260;20180521;16;249
260;20180521;17;247
260;20180521;18;240
260;20180521;19;225
260;20180521;20;205
260;20180521;21;204
260;20180521;22;203
260;20180521;23;180
260;20180521;24;158
260;20180522;1;153
260;20180522;2;149
260;20180522;3;147
260;20180522;4;148
260;20180522;5;154
260;20180522;6;162
260;20180522;7;173
260;20180522;8;204
260;20180522;9;212
260;20180522;10;217
260;20180522;11;232
260;20180522;12;233
260;20180522;13;214
260;20180522;14;212
260;20180522;15;213
260;20180522;16;213
260;20180522;17;184
260;20180522;18;175
260;20180522;19;182
260;20180522;20;187
260;20180522;21;167
260;20180522;22;153
260;20180522;23;149
260;20180522;24;149
260;20180523;1;146
260;20180523;2;145
260;20180523;3;148
260;20180523;4;157
260;20180523;5;159
260;20180523;6;152
260;20180523;7;155
260;20180523;8;162
260;20180523;9;179
260;20180523;10;198
260;20180523;11;199
260;20180523;12;202
260;20180523;13;213
260;20180523;14;221
260;20180523;15;250
260;20180523;16;246
260;20180523;17;235
260;20180523;18;228
260;20180523;19;216
260;20180523;20;198
260;20180523;21;189
260;20180523;22;182
260;20180523;23;173
260;20180523;24;165
260;20180524;1;156
260;20180524;2;145
260;20180524;3;139
260;20180524;4;134
260;20180524;5;149
260;20180524;6;164
260;20180524;7;176
260;20180524;8;177
260;20180524;9;181
260;20180524;10;208
260;20180524;11;187
260;20180524;12;191
260;20180524;13;202
260;20180524;14;212
260;20180524;15;219
260;20180524;16;224
260;20180524;17;218
260;20180524;18;205
260;20180524;19;200
260;20180524;20;190
260;20180524;21;184
260;20180524;22;184
260;20180524;23;179
260;20180524;24;179
260;20180525;1;175
260;20180525;2;170
260;20180525;3;163
260;20180525;4;160
260;20180525;5;168
260;20180525;6;179
260;20180525;7;183
260;20180525;8;201
260;20180525;9;221
260;20180525;10;231
260;20180525;11;241
260;20180525;12;247
260;20180525;13;250
260;20180525;14;257
260;20180525;15;252
260;20180525;16;259
260;20180525;17;241
260;20180525;18;238
260;20180525;19;219
260;20180525;20;203
260;20180525;21;184
260;20180525;22;168
260;20180525;23;177
260;20180525;24;168
260;20180526;1;159
260;20180526;2;163
260;20180526;3;155
260;20180526;4;148
260;20180526;5;169
260;20180526;6;193
260;20180526;7;216
260;20180526;8;236
260;20180526;9;254
260;20180526;10;263
260;20180526;11;270
260;20180526;12;271
260;20180526;13;284
260;20180526;14;274
260;20180526;15;287
260;20180526;16;282
260;20180526;17;276
260;20180526;18;267
260;20180526;19;256
260;20180526;20;235
260;20180526;21;221
260;20180526;22;219
260;20180526;23;212
260;20180526;24;202
260;20180527;1;197
260;20180527;2;189
260;20180527;3;187
260;20180527;4;186
260;20180527;5;185
260;20180527;6;190
260;20180527;7;211
260;20180527;8;227
260;20180527;9;243
260;20180527;10;248
260;20180527;11;252
260;20180527;12;229
260;20180527;13;224
260;20180527;14;211
260;20180527;15;210
260;20180527;16;214
260;20180527;17;214
260;20180527;18;211
260;20180527;19;197
260;20180527;20;187
260;20180527;21;172
260;20180527;22;170
260;20180527;23;168
260;20180527;24;153
260;20180528;1;149
260;20180528;2;143
260;20180528;3;136
260;20180528;4;133
260;20180528;5;157
260;20180528;6;185
260;20180528;7;210
260;20180528;8;230
260;20180528;9;251
260;20180528;10;265
260;20180528;11;272
260;20180528;12;274
260;20180528;13;283
260;20180528;14;289
260;20180528;15;250
260;20180528;16;284
260;20180528;17;274
260;20180528;18;259
260;20180528;19;247
260;20180528;20;236
260;20180528;21;229
260;20180528;22;222
260;20180528;23;214
260;20180528;24;206
260;20180529;1;202
260;20180529;2;194
260;20180529;3;189
260;20180529;4;187
260;20180529;5;195
260;20180529;6;209
260;20180529;7;223
260;20180529;8;236
260;20180529;9;254
260;20180529;10;268
260;20180529;11;278
260;20180529;12;293
260;20180529;13;302
260;20180529;14;287
260;20180529;15;211
260;20180529;16;231
260;20180529;17;236
260;20180529;18;197
260;20180529;19;192
260;20180529;20;186
260;20180529;21;181
260;20180529;22;183
260;20180529;23;183
260;20180529;24;183
260;20180530;1;174
260;20180530;2;171
260;20180530;3;173
260;20180530;4;177
260;20180530;5;184
260;20180530;6;192
260;20180530;7;203
260;20180530;8;214
260;20180530;9;224
260;20180530;10;233
260;20180530;11;241
260;20180530;12;250
260;20180530;13;259
260;20180530;14;257
260;20180530;15;254
260;20180530;16;228
260;20180530;17;254
260;20180530;18;260
260;20180530;19;227
260;20180530;20;209
260;20180530;21;208
260;20180530;22;203
260;20180530;23;194
260;20180530;24;179
260;20180531;1;182
260;20180531;2;173
260;20180531;3;168
260;20180531;4;172
260;20180531;5;188
260;20180531;6;199
260;20180531;7;202
260;20180531;8;222
260;20180531;9;226
260;20180531;10;206
260;20180531;11;207
260;20180531;12;203
260;20180531;13;212
260;20180531;14;223
260;20180531;15;232
260;20180531;16;234
260;20180531;17;229
260;20180531;18;230
260;20180531;19;224
260;20180531;20;208
260;20180531;21;185
260;20180531;22;176
260;20180531;23;169
260;20180531;24;175
260;20180601;1;163
260;20180601;2;157
260;20180601;3;153
260;20180601;4;174
260;20180601;5;179
260;20180601;6;183
260;20180601;7;186
260;20180601;8;198
260;20180601;9;216
260;20180601;10;232
260;20180601;11;229
260;20180601;12;218
260;20180601;13;195
260;20180601;14;180
260;20180601;15;175
260;20180601;16;171
260;20180601;17;165
260;20180601;18;154
260;20180601;19;150
260;20180601;20;146
260;20180601;21;145
260;20180601;22;148
260;20180601;23;151
260;20180601;24;155
260;20180602;1;159
260;20180602;2;158
260;20180602;3;157
260;20180602;4;158
260;20180602;5;158
260;20180602;6;158
260;20180602;7;158
260;20180602;8;160
260;20180602;9;166
260;20180602;10;174
260;20180602;11;177
260;20180602;12;179
260;20180602;13;188
260;20180602;14;193
260;20180602;15;194
260;20180602;16;192
260;20180602;17;179
260;20180602;18;176
260;20180602;19;176
260;20180602;20;177
260;20180602;21;173
260;20180602;22;164
260;20180602;23;152
260;20180602;24;159
260;20180603;1;162
260;20180603;2;162
260;20180603;3;163
260;20180603;4;157
260;20180603;5;164
260;20180603;6;173
260;20180603;7;186
260;20180603;8;191
260;20180603;9;197
260;20180603;10;206
260;20180603;11;219
260;20180603;12;224
260;20180603;13;226
260;20180603;14;227
260;20180603;15;225
260;20180603;16;232
260;20180603;17;225
260;20180603;18;224
260;20180603;19;201
260;20180603;20;191
260;20180603;21;182
260;20180603;22;173
260;20180603;23;167
260;20180603;24;161
260;20180604;1;159
260;20180604;2;165
260;20180604;3;165
260;20180604;4;164
260;20180604;5;165
260;20180604;6;169
260;20180604;7;175
260;20180604;8;180
260;20180604;9;185
260;20180604;10;190
260;20180604;11;207
260;20180604;12;212
260;20180604;13;226
260;20180604;14;225
260;20180604;15;214
260;20180604;16;208
260;20180604;17;190
260;20180604;18;172
260;20180604;19;171
260;20180604;20;171
260;20180604;21;168
260;20180604;22;166
260;20180604;23;163
260;20180604;24;159
260;20180605;1;154
260;20180605;2;152
260;20180605;3;151
260;20180605;4;152
260;20180605;5;154
260;20180605;6;156
260;20180605;7;156
260;20180605;8;156
260;20180605;9;161
260;20180605;10;170
260;20180605;11;177
260;20180605;12;190
260;20180605;13;194
260;20180605;14;198
260;20180605;15;201
260;20180605;16;201
260;20180605;17;196
260;20180605;18;184
260;20180605;19;171
260;20180605;20;160
260;20180605;21;152
260;20180605;22;145
260;20180605;23;139
260;20180605;24;134
260;20180606;1;128
260;20180606;2;122
260;20180606;3;119
260;20180606;4;119
260;20180606;5;132
260;20180606;6;150
260;20180606;7;172
260;20180606;8;190
260;20180606;9;213
260;20180606;10;226
260;20180606;11;240
260;20180606;12;250
260;20180606;13;257
260;20180606;14;269
260;20180606;15;271
260;20180606;16;265
260;20180606;17;260
260;20180606;18;249
260;20180606;19;230
260;20180606;20;211
260;20180606;21;186
260;20180606;22;175
260;20180606;23;166
260;20180606;24;153
260;20180607;1;144
260;20180607;2;137
260;20180607;3;130
260;20180607;4;136
260;20180607;5;162
260;20180607;6;197
260;20180607;7;224
260;20180607;8;240
260;20180607;9;254
260;20180607;10;266
260;20180607;11;269
260;20180607;12;276
260;20180607;13;279
260;20180607;14;281
260;20180607;15;282
260;20180607;16;280
260;20180607;17;273
260;20180607;18;259
260;20180607;19;239
260;20180607;20;231
260;20180607;21;220
260;20180607;22;208
260;20180607;23;197
260;20180607;24;187
260;20180608;1;187
260;20180608;2;183
260;20180608;3;180
260;20180608;4;174
260;20180608;5;176
260;20180608;6;181
260;20180608;7;180
260;20180608;8;179
260;20180608;9;181
260;20180608;10;181
260;20180608;11;189
260;20180608;12;190
260;20180608;13;197
260;20180608;14;198
260;20180608;15;196
260;20180608;16;197
260;20180608;17;195
260;20180608;18;193
260;20180608;19;190
260;20180608;20;186
260;20180608;21;179
260;20180608;22;178
260;20180608;23;176
260;20180608;24;174
260;20180609;1;171
260;20180609;2;167
260;20180609;3;162
260;20180609;4;165
260;20180609;5;169
260;20180609;6;177
260;20180609;7;181
260;20180609;8;195
260;20180609;9;203
260;20180609;10;212
260;20180609;11;225
260;20180609;12;236
260;20180609;13;237
260;20180609;14;236
260;20180609;15;237
260;20180609;16;234
260;20180609;17;221
260;20180609;18;219
260;20180609;19;204
260;20180609;20;190
260;20180609;21;182
260;20180609;22;175
260;20180609;23;172
260;20180609;24;173
260;20180610;1;172
260;20180610;2;165
260;20180610;3;158
260;20180610;4;154
260;20180610;5;162
260;20180610;6;174
260;20180610;7;189
260;20180610;8;185
260;20180610;9;190
260;20180610;10;196
260;20180610;11;207
260;20180610;12;214
260;20180610;13;222
260;20180610;14;225
260;20180610;15;217
260;20180610;16;214
260;20180610;17;208
260;20180610;18;191
260;20180610;19;177
260;20180610;20;165
260;20180610;21;158
260;20180610;22;150
260;20180610;23;143
260;20180610;24;129
260;20180611;1;121
260;20180611;2;113
260;20180611;3;106
260;20180611;4;101
260;20180611;5;128
260;20180611;6;145
260;20180611;7;162
260;20180611;8;171
260;20180611;9;177
260;20180611;10;187
260;20180611;11;198
260;20180611;12;207
260;20180611;13;216
260;20180611;14;216
260;20180611;15;220
260;20180611;16;208
260;20180611;17;207
260;20180611;18;200
260;20180611;19;192
260;20180611;20;174
260;20180611;21;160
260;20180611;22;150
260;20180611;23;146
260;20180611;24;139
260;20180612;1;137
260;20180612;2;141
260;20180612;3;135
260;20180612;4;132
260;20180612;5;138
260;20180612;6;143
260;20180612;7;144
260;20180612;8;157
260;20180612;9;157
260;20180612;10;164
260;20180612;11;158
260;20180612;12;159
260;20180612;13;151
260;20180612;14;165
260;20180612;15;158
260;20180612;16;157
260;20180612;17;160
260;20180612;18;155
260;20180612;19;150
260;20180612;20;144
260;20180612;21;133
260;20180612;22;135
260;20180612;23;136
260;20180612;24;140
260;20180613;1;140
260;20180613;2;136
260;20180613;3;136
260;20180613;4;138
260;20180613;5;138
260;20180613;6;143
260;20180613;7;152
260;20180613;8;142
260;20180613;9;161
260;20180613;10;159
260;20180613;11;169
260;20180613;12;164
260;20180613;13;171
260;20180613;14;167
260;20180613;15;181
260;20180613;16;176
260;20180613;17;186
260;20180613;18;172
260;20180613;19;163
260;20180613;20;130
260;20180613;21;110
260;20180613;22;98
260;20180613;23;99
260;20180613;24;107
260;20180614;1;99
260;20180614;2;92
260;20180614;3;107
260;20180614;4;115
260;20180614;5;124
260;20180614;6;143
260;20180614;7;164
260;20180614;8;176
260;20180614;9;188
260;20180614;10;191
260;20180614;11;191
260;20180614;12;180
260;20180614;13;188
260;20180614;14;193
260;20180614;15;187
260;20180614;16;154
260;20180614;17;155
260;20180614;18;164
260;20180614;19;166
260;20180614;20;165
260;20180614;21;160
260;20180614;22;157
260;20180614;23;157
260;20180614;24;155
260;20180615;1;154
260;20180615;2;153
260;20180615;3;150
260;20180615;4;150
260;20180615;5;156
260;20180615;6;163
260;20180615;7;171
260;20180615;8;190
260;20180615;9;190
260;20180615;10;209
260;20180615;11;218
260;20180615;12;227
260;20180615;13;231
260;20180615;14;231
260;20180615;15;239
260;20180615;16;228
260;20180615;17;218
260;20180615;18;212
260;20180615;19;200
260;20180615;20;184
260;20180615;21;165
260;20180615;22;159
260;20180615;23;164
260;20180615;24;154
260;20180616;1;158
260;20180616;2;152
260;20180616;3;150
260;20180616;4;156
260;20180616;5;162
260;20180616;6;174
260;20180616;7;178
260;20180616;8;181
260;20180616;9;183
260;20180616;10;188
260;20180616;11;189
260;20180616;12;197
260;20180616;13;203
260;20180616;14;203
260;20180616;15;199
260;20180616;16;200
260;20180616;17;187
260;20180616;18;183
260;20180616;19;176
260;20180616;20;169
260;20180616;21;157
260;20180616;22;154
260;20180616;23;158
260;20180616;24;152
260;20180617;1;146
260;20180617;2;145
260;20180617;3;147
260;20180617;4;146
260;20180617;5;152
260;20180617;6;154
260;20180617;7;159
260;20180617;8;161
260;20180617;9;163
260;20180617;10;158
260;20180617;11;155
260;20180617;12;163
260;20180617;13;175
260;20180617;14;173
260;20180617;15;150
260;20180617;16;148
260;20180617;17;156
260;20180617;18;162
260;20180617;19;165
260;20180617;20;159
260;20180617;21;147
260;20180617;22;151
260;20180617;23;150
260;20180617;24;154
260;20180618;1;147
260;20180618;2;148
260;20180618;3;150
260;20180618;4;156
260;20180618;5;161
260;20180618;6;163
260;20180618;7;161
260;20180618;8;158
260;20180618;9;167
260;20180618;10;170
260;20180618;11;176
260;20180618;12;167
260;20180618;13;179
260;20180618;14;181
260;20180618;15;180
260;20180618;16;186
260;20180618;17;185
260;20180618;18;182
260;20180618;19;182
260;20180618;20;172
260;20180618;21;166
260;20180618;22;157
260;20180618;23;153
260;20180618;24;159
260;20180619;1;159
260;20180619;2;156
260;20180619;3;157
260;20180619;4;159
260;20180619;5;164
260;20180619;6;172
260;20180619;7;177
260;20180619;8;180
260;20180619;9;185
260;20180619;10;186
260;20180619;11;182
260;20180619;12;186
260;20180619;13;186
260;20180619;14;193
260;20180619;15;200
260;20180619;16;199
260;20180619;17;198
260;20180619;18;196
260;20180619;19;193
260;20180619;20;191
260;20180619;21;186
260;20180619;22;161
260;20180619;23;147
260;20180619;24;140
260;20180620;1;155
260;20180620;2;150
260;20180620;3;154
260;20180620;4;153
260;20180620;5;159
260;20180620;6;168
260;20180620;7;167
260;20180620;8;174
260;20180620;9;181
260;20180620;10;184
260;20180620;11;191
260;20180620;12;197
260;20180620;13;212
260;20180620;14;230
260;20180620;15;238
260;20180620;16;246
260;20180620;17;249
260;20180620;18;237
260;20180620;19;217
260;20180620;20;199
260;20180620;21;189
260;20180620;22;179
260;20180620;23;180
260;20180620;24;176
260;20180621;1;170
260;20180621;2;159
260;20180621;3;158
260;20180621;4;157
260;20180621;5;148
260;20180621;6;145
260;20180621;7;142
260;20180621;8;151
260;20180621;9;150
260;20180621;10;144
260;20180621;11;152
260;20180621;12;155
260;20180621;13;147
260;20180621;14;147
260;20180621;15;161
260;20180621;16;142
260;20180621;17;135
260;20180621;18;138
260;20180621;19;128
260;20180621;20;119
260;20180621;21;117
260;20180621;22;124
260;20180621;23;130
260;20180621;24;130
260;20180622;1;128
260;20180622;2;126
260;20180622;3;127
260;20180622;4;129
260;20180622;5;129
260;20180622;6;127
260;20180622;7;128
260;20180622;8;134
260;20180622;9;131
260;20180622;10;156
260;20180622;11;156
260;20180622;12;165
260;20180622;13;151
260;20180622;14;142
260;20180622;15;140
260;20180622;16;140
