# STN;YYYYMMDD;HH;T
260;20180226;24;-34
260;20180227;1;-29
260;20180227;2;-31
260;20180227;3;-36
260;20180227;4;-44
260;20180227;5;-51
260;20180227;6;-60
260;20180227;7;-61
260;20180227;8;-46
260;20180227;9;-31
260;20180227;10;-24
260;20180227;11;-13
260;20180227;12;-8
260;20180227;13;-12
260;20180227;14;-6
260;20180227;15;-7
260;20180227;16;-15
260;20180227;17;-27
260;20180227;18;-35
260;20180227;19;-42
260;20180227;20;-46
260;20180227;21;-52
260;20180227;22;-60
260;20180227;23;-58
260;20180227;24;-62
260;20180228;1;-69
260;20180228;2;-71
260;20180228;3;-65
260;20180228;4;-57
260;20180228;5;-59
260;20180228;6;-63
260;20180228;7;-64
260;20180228;8;-58
260;20180228;9;-57
260;20180228;10;-50
260;20180228;11;-61
260;20180228;12;-56
260;20180228;13;-49
260;20180228;14;-57
260;20180228;15;-51
260;20180228;16;-59
260;20180228;17;-71
260;20180228;18;-79
260;20180228;19;-83
260;20180228;20;-84
260;20180228;21;-83
260;20180228;22;-81
260;20180228;23;-80
260;20180228;24;-81
260;20180301;1;-82
260;20180301;2;-83
260;20180301;3;-81
260;20180301;4;-78
260;20180301;5;-75
260;20180301;6;-72
260;20180301;7;-69
260;20180301;8;-61
260;20180301;9;-47
260;20180301;10;-35
260;20180301;11;-27
260;20180301;12;-19
260;20180301;13;-11
260;20180301;14;-12
260;20180301;15;-16
260;20180301;16;-19
260;20180301;17;-27
260;20180301;18;-32
260;20180301;19;-35
260;20180301;20;-43
260;20180301;21;-47
260;20180301;22;-50
260;20180301;23;-52
260;20180301;24;-54
260;20180302;1;-58
260;20180302;2;-61
260;20180302;3;-66
260;20180302;4;-68
260;20180302;5;-68
260;20180302;6;-70
260;20180302;7;-70
260;20180302;8;-62
260;20180302;9;-52
260;20180302;10;-35
260;20180302;11;-26
260;20180302;12;-20
260;20180302;13;-11
260;20180302;14;-9
260;20180302;15;-11
260;20180302;16;-15
260;20180302;17;-19
260;20180302;18;-22
260;20180302;19;-23
260;20180302;20;-25
260;20180302;21;-24
260;20180302;22;-26
260;20180302;23;-30
260;20180302;24;-28
260;20180303;1;-32
260;20180303;2;-28
260;20180303;3;-32
260;20180303;4;-35
260;20180303;5;-39
260;20180303;6;-43
260;20180303;7;-39
260;20180303;8;-33
260;20180303;9;-25
260;20180303;10;-18
260;20180303;11;-7
260;20180303;12;-3
260;20180303;13;5
260;20180303;14;7
260;20180303;15;9
260;20180303;16;8
260;20180303;17;6
260;20180303;18;-4
260;20180303;19;-6
260;20180303;20;-16
260;20180303;21;-17
260;20180303;22;-24
260;20180303;23;-22
260;20180303;24;-12
260;20180304;1;-4
260;20180304;2;-11
260;20180304;3;-16
260;20180304;4;-16
260;20180304;5;-13
260;20180304;6;3
260;20180304;7;7
260;20180304;8;15
260;20180304;9;40
260;20180304;10;62
260;20180304;11;70
260;20180304;12;85
260;20180304;13;104
260;20180304;14;106
260;20180304;15;108
260;20180304;16;98
260;20180304;17;94
260;20180304;18;91
260;20180304;19;77
260;20180304;20;65
260;20180304;21;66
260;20180304;22;64
260;20180304;23;56
260;20180304;24;54
260;20180305;1;56
260;20180305;2;51
260;20180305;3;49
260;20180305;4;48
260;20180305;5;45
260;20180305;6;42
260;20180305;7;41
260;20180305;8;53
260;20180305;9;68
260;20180305;10;83
260;20180305;11;97
260;20180305;12;110
260;20180305;13;116
260;20180305;14;117
260;20180305;15;114
260;20180305;16;102
260;20180305;17;89
260;20180305;18;57
260;20180305;19;42
260;20180305;20;38
260;20180305;21;46
260;20180305;22;42
260;20180305;23;41
260;20180305;24;33
260;20180306;1;27
260;20180306;2;58
260;20180306;3;51
260;20180306;4;45
260;20180306;5;43
260;20180306;6;39
260;20180306;7;40
260;20180306;8;53
260;20180306;9;68
260;20180306;10;73
260;20180306;11;87
260;20180306;12;92
260;20180306;13;95
260;20180306;14;95
260;20180306;15;97
260;20180306;16;96
260;20180306;17;87
260;20180306;18;50
260;20180306;19;27
260;20180306;20;21
260;20180306;21;36
260;20180306;22;23
260;20180306;23;29
260;20180306;24;10
260;20180307;1;12
260;20180307;2;17
260;20180307;3;29
260;20180307;4;40
260;20180307;5;38
260;20180307;6;23
260;20180307;7;25
260;20180307;8;59
260;20180307;9;79
260;20180307;10;90
260;20180307;11;88
260;20180307;12;90
260;20180307;13;90
260;20180307;14;90
260;20180307;15;91
260;20180307;16;90
260;20180307;17;75
260;20180307;18;65
260;20180307;19;62
260;20180307;20;55
260;20180307;21;53
260;20180307;22;49
260;20180307;23;49
260;20180307;24;47
260;20180308;1;41
260;20180308;2;31
260;20180308;3;29
260;20180308;4;25
260;20180308;5;22
260;20180308;6;14
260;20180308;7;22
260;20180308;8;40
260;20180308;9;49
260;20180308;10;56
260;20180308;11;54
260;20180308;12;57
260;20180308;13;45
260;20180308;14;78
260;20180308;15;81
260;20180308;16;76
260;20180308;17;70
260;20180308;18;58
260;20180308;19;61
260;20180308;20;55
260;20180308;21;47
260;20180308;22;45
260;20180308;23;45
260;20180308;24;45
260;20180309;1;46
260;20180309;2;44
260;20180309;3;42
260;20180309;4;39
260;20180309;5;34
260;20180309;6;31
260;20180309;7;34
260;20180309;8;46
260;20180309;9;61
260;20180309;10;73
260;20180309;11;81
260;20180309;12;88
260;20180309;13;91
260;20180309;14;92
260;20180309;15;92
260;20180309;16;91
260;20180309;17;88
260;20180309;18;82
260;20180309;19;74
260;20180309;20;67
260;20180309;21;65
260;20180309;22;68
260;20180309;23;70
260;20180309;24;71
260;20180310;1;74
260;20180310;2;76
260;20180310;3;79
260;20180310;4;85
260;20180310;5;86
260;20180310;6;89
260;20180310;7;92
260;20180310;8;98
260;20180310;9;114
260;20180310;10;133
260;20180310;11;145
260;20180310;12;150
260;20180310;13;144
260;20180310;14;148
260;20180310;15;146
260;20180310;16;145
260;20180310;17;130
260;20180310;18;122
260;20180310;19;118
260;20180310;20;119
260;20180310;21;117
260;20180310;22;116
260;20180310;23;104
260;20180310;24;98
260;20180311;1;96
260;20180311;2;84
260;20180311;3;93
260;20180311;4;85
260;20180311;5;80
260;20180311;6;87
260;20180311;7;93
260;20180311;8;100
260;20180311;9;105
260;20180311;10;110
260;20180311;11;119
260;20180311;12;118
260;20180311;13;124
260;20180311;14;120
260;20180311;15;133
260;20180311;16;131
260;20180311;17;126
260;20180311;18;94
260;20180311;19;79
260;20180311;20;78
260;20180311;21;92
260;20180311;22;99
260;20180311;23;97
260;20180311;24;94
260;20180312;1;94
260;20180312;2;90
260;20180312;3;87
260;20180312;4;82
260;20180312;5;78
260;20180312;6;76
260;20180312;7;85
260;20180312;8;101
260;20180312;9;109
260;20180312;10;127
260;20180312;11;135
260;20180312;12;133
260;20180312;13;132
260;20180312;14;131
260;20180312;15;125
260;20180312;16;109
260;20180312;17;108
260;20180312;18;100
260;20180312;19;101
260;20180312;20;94
260;20180312;21;96
260;20180312;22;92
260;20180312;23;89
260;20180312;24;89
260;20180313;1;87
260;20180313;2;79
260;20180313;3;74
260;20180313;4;69
260;20180313;5;65
260;20180313;6;63
260;20180313;7;51
260;20180313;8;46
260;20180313;9;48
260;20180313;10;42
260;20180313;11;46
260;20180313;12;50
260;20180313;13;55
260;20180313;14;54
260;20180313;15;51
260;20180313;16;54
260;20180313;17;56
260;20180313;18;49
260;20180313;19;48
260;20180313;20;47
260;20180313;21;50
260;20180313;22;50
260;20180313;23;51
260;20180313;24;50
260;20180314;1;46
260;20180314;2;35
260;20180314;3;20
260;20180314;4;8
260;20180314;5;-3
260;20180314;6;2
260;20180314;7;16
260;20180314;8;29
260;20180314;9;50
260;20180314;10;78
260;20180314;11;95
260;20180314;12;104
260;20180314;13;102
260;20180314;14;105
260;20180314;15;106
260;20180314;16;101
260;20180314;17;95
260;20180314;18;81
260;20180314;19;72
260;20180314;20;61
260;20180314;21;54
260;20180314;22;48
260;20180314;23;44
260;20180314;24;42
260;20180315;1;37
260;20180315;2;44
260;20180315;3;45
260;20180315;4;43
260;20180315;5;43
260;20180315;6;42
260;20180315;7;48
260;20180315;8;62
260;20180315;9;70
260;20180315;10;82
260;20180315;11;97
260;20180315;12;98
260;20180315;13;100
260;20180315;14;105
260;20180315;15;105
260;20180315;16;102
260;20180315;17;100
260;20180315;18;94
260;20180315;19;92
260;20180315;20;86
260;20180315;21;73
260;20180315;22;64
260;20180315;23;62
260;20180315;24;62
260;20180316;1;61
260;20180316;2;61
260;20180316;3;59
260;20180316;4;55
260;20180316;5;54
260;20180316;6;52
260;20180316;7;51
260;20180316;8;52
260;20180316;9;52
260;20180316;10;52
260;20180316;11;53
260;20180316;12;53
260;20180316;13;49
260;20180316;14;44
260;20180316;15;39
260;20180316;16;30
260;20180316;17;26
260;20180316;18;21
260;20180316;19;14
260;20180316;20;10
260;20180316;21;7
260;20180316;22;4
260;20180316;23;1
260;20180316;24;0
260;20180317;1;-1
260;20180317;2;-5
260;20180317;3;-8
260;20180317;4;-14
260;20180317;5;-17
260;20180317;6;-20
260;20180317;7;-23
260;20180317;8;-26
260;20180317;9;-26
260;20180317;10;-24
260;20180317;11;-21
260;20180317;12;-12
260;20180317;13;-12
260;20180317;14;-7
260;20180317;15;-11
260;20180317;16;-10
260;20180317;17;-12
260;20180317;18;-10
260;20180317;19;-12
260;20180317;20;-12
260;20180317;21;-12
260;20180317;22;-13
260;20180317;23;-15
260;20180317;24;-15
260;20180318;1;-16
260;20180318;2;-19
260;20180318;3;-25
260;20180318;4;-24
260;20180318;5;-24
260;20180318;6;-28
260;20180318;7;-29
260;20180318;8;-27
260;20180318;9;-20
260;20180318;10;-9
260;20180318;11;1
260;20180318;12;0
260;20180318;13;5
260;20180318;14;5
260;20180318;15;11
260;20180318;16;8
260;20180318;17;5
260;20180318;18;-1
260;20180318;19;-6
260;20180318;20;-6
260;20180318;21;-7
260;20180318;22;-10
260;20180318;23;-13
260;20180318;24;-20
260;20180319;1;-20
260;20180319;2;-22
260;20180319;3;-27
260;20180319;4;-30
260;20180319;5;-36
260;20180319;6;-38
260;20180319;7;-31
260;20180319;8;-22
260;20180319;9;-9
260;20180319;10;2
260;20180319;11;12
260;20180319;12;23
260;20180319;13;31
260;20180319;14;35
260;20180319;15;46
260;20180319;16;42
260;20180319;17;32
260;20180319;18;19
260;20180319;19;10
260;20180319;20;-3
260;20180319;21;-12
260;20180319;22;-15
260;20180319;23;-19
260;20180319;24;-13
260;20180320;1;-6
260;20180320;2;2
260;20180320;3;8
260;20180320;4;22
260;20180320;5;29
260;20180320;6;26
260;20180320;7;30
260;20180320;8;39
260;20180320;9;54
260;20180320;10;58
260;20180320;11;63
260;20180320;12;72
260;20180320;13;73
260;20180320;14;74
260;20180320;15;71
260;20180320;16;67
260;20180320;17;59
260;20180320;18;45
260;20180320;19;32
260;20180320;20;21
260;20180320;21;29
260;20180320;22;28
260;20180320;23;14
260;20180320;24;4
260;20180321;1;8
260;20180321;2;6
260;20180321;3;-1
260;20180321;4;-14
260;20180321;5;-24
260;20180321;6;-33
260;20180321;7;5
260;20180321;8;32
260;20180321;9;52
260;20180321;10;62
260;20180321;11;72
260;20180321;12;67
260;20180321;13;68
260;20180321;14;71
260;20180321;15;76
260;20180321;16;71
260;20180321;17;59
260;20180321;18;46
260;20180321;19;42
260;20180321;20;37
260;20180321;21;36
260;20180321;22;37
260;20180321;23;42
260;20180321;24;43
260;20180322;1;43
260;20180322;2;45
260;20180322;3;49
260;20180322;4;43
260;20180322;5;45
260;20180322;6;48
260;20180322;7;53
260;20180322;8;57
260;20180322;9;62
260;20180322;10;67
260;20180322;11;81
260;20180322;12;80
260;20180322;13;91
260;20180322;14;90
260;20180322;15;94
260;20180322;16;92
260;20180322;17;74
260;20180322;18;63
260;20180322;19;66
260;20180322;20;60
260;20180322;21;59
260;20180322;22;62
260;20180322;23;61
260;20180322;24;62
260;20180323;1;61
260;20180323;2;59
260;20180323;3;59
260;20180323;4;57
260;20180323;5;55
260;20180323;6;53
260;20180323;7;53
260;20180323;8;56
260;20180323;9;56
260;20180323;10;61
260;20180323;11;64
260;20180323;12;67
260;20180323;13;68
260;20180323;14;69
260;20180323;15;70
260;20180323;16;68
260;20180323;17;70
260;20180323;18;69
260;20180323;19;65
260;20180323;20;63
260;20180323;21;63
260;20180323;22;60
260;20180323;23;55
260;20180323;24;56
260;20180324;1;55
260;20180324;2;55
260;20180324;3;53
260;20180324;4;52
260;20180324;5;51
260;20180324;6;51
260;20180324;7;55
260;20180324;8;62
260;20180324;9;72
260;20180324;10;77
260;20180324;11;81
260;20180324;12;90
260;20180324;13;102
260;20180324;14;110
260;20180324;15;121
260;20180324;16;101
260;20180324;17;97
260;20180324;18;82
260;20180324;19;71
260;20180324;20;53
260;20180324;21;37
260;20180324;22;18
260;20180324;23;12
260;20180324;24;7
260;20180325;1;-5
260;20180325;2;-10
260;20180325;3;-14
260;20180325;4;-14
260;20180325;5;-15
260;20180325;6;-13
260;20180325;7;9
260;20180325;8;49
260;20180325;9;77
260;20180325;10;108
260;20180325;11;110
260;20180325;12;118
260;20180325;13;119
260;20180325;14;113
260;20180325;15;113
260;20180325;16;104
260;20180325;17;93
260;20180325;18;80
260;20180325;19;69
260;20180325;20;56
260;20180325;21;45
260;20180325;22;37
260;20180325;23;30
260;20180325;24;27
260;20180326;1;13
260;20180326;2;10
260;20180326;3;1
260;20180326;4;8
260;20180326;5;12
260;20180326;6;14
260;20180326;7;24
260;20180326;8;28
260;20180326;9;37
260;20180326;10;70
260;20180326;11;92
260;20180326;12;100
260;20180326;13;102
260;20180326;14;101
260;20180326;15;64
260;20180326;16;71
260;20180326;17;75
260;20180326;18;70
260;20180326;19;46
260;20180326;20;40
260;20180326;21;37
260;20180326;22;34
260;20180326;23;33
260;20180326;24;37
260;20180327;1;22
260;20180327;2;11
260;20180327;3;18
260;20180327;4;24
260;20180327;5;22
260;20180327;6;21
260;20180327;7;25
260;20180327;8;46
260;20180327;9;63
260;20180327;10;78
260;20180327;11;92
260;20180327;12;96
260;20180327;13;90
260;20180327;14;73
260;20180327;15;70
260;20180327;16;70
260;20180327;17;69
260;20180327;18;65
260;20180327;19;64
260;20180327;20;63
260;20180327;21;63
260;20180327;22;64
260;20180327;23;64
260;20180327;24;66
260;20180328;1;68
260;20180328;2;67
260;20180328;3;67
260;20180328;4;70
260;20180328;5;69
260;20180328;6;66
260;20180328;7;70
260;20180328;8;75
260;20180328;9;75
260;20180328;10;72
260;20180328;11;73
260;20180328;12;73
260;20180328;13;70
260;20180328;14;66
260;20180328;15;62
260;20180328;16;61
260;20180328;17;52
260;20180328;18;36
260;20180328;19;28
260;20180328;20;34
260;20180328;21;38
260;20180328;22;41
260;20180328;23;41
260;20180328;24;44
260;20180329;1;42
260;20180329;2;44
260;20180329;3;46
260;20180329;4;44
260;20180329;5;39
260;20180329;6;39
260;20180329;7;41
260;20180329;8;50
260;20180329;9;60
260;20180329;10;68
260;20180329;11;89
260;20180329;12;87
260;20180329;13;88
260;20180329;14;88
260;20180329;15;102
260;20180329;16;104
260;20180329;17;100
260;20180329;18;66
260;20180329;19;52
260;20180329;20;56
260;20180329;21;64
260;20180329;22;67
260;20180329;23;60
260;20180329;24;61
260;20180330;1;58
260;20180330;2;52
260;20180330;3;54
260;20180330;4;54
260;20180330;5;54
260;20180330;6;55
260;20180330;7;62
260;20180330;8;77
260;20180330;9;94
260;20180330;10;93
260;20180330;11;115
260;20180330;12;127
260;20180330;13;132
260;20180330;14;130
260;20180330;15;131
260;20180330;16;129
260;20180330;17;127
260;20180330;18;116
260;20180330;19;110
260;20180330;20;99
260;20180330;21;80
260;20180330;22;73
260;20180330;23;72
260;20180330;24;73
260;20180331;1;62
260;20180331;2;43
260;20180331;3;34
260;20180331;4;28
260;20180331;5;31
260;20180331;6;31
260;20180331;7;44
260;20180331;8;62
260;20180331;9;69
260;20180331;10;90
260;20180331;11;104
260;20180331;12;109
260;20180331;13;112
260;20180331;14;112
260;20180331;15;112
260;20180331;16;123
260;20180331;17;108
260;20180331;18;86
260;20180331;19;65
260;20180331;20;65
260;20180331;21;64
260;20180331;22;59
260;20180331;23;58
260;20180331;24;48
260;20180401;1;37
260;20180401;2;34
260;20180401;3;48
260;20180401;4;57
260;20180401;5;59
260;20180401;6;48
260;20180401;7;47
260;20180401;8;46
260;20180401;9;48
260;20180401;10;46
260;20180401;11;53
260;20180401;12;57
260;20180401;13;69
260;20180401;14;77
260;20180401;15;70
260;20180401;16;65
260;20180401;17;65
260;20180401;18;59
260;20180401;19;55
260;20180401;20;48
260;20180401;21;30
260;20180401;22;20
260;20180401;23;11
260;20180401;24;6
260;20180402;1;10
260;20180402;2;18
260;20180402;3;22
260;20180402;4;29
260;20180402;5;32
260;20180402;6;38
260;20180402;7;45
260;20180402;8;51
260;20180402;9;61
260;20180402;10;72
260;20180402;11;83
260;20180402;12;92
260;20180402;13;100
260;20180402;14;115
260;20180402;15;114
260;20180402;16;118
260;20180402;17;118
260;20180402;18;117
260;20180402;19;109
260;20180402;20;102
260;20180402;21;100
260;20180402;22;99
260;20180402;23;97
260;20180402;24;101
260;20180403;1;104
260;20180403;2;103
260;20180403;3;98
260;20180403;4;93
260;20180403;5;95
260;20180403;6;100
260;20180403;7;104
260;20180403;8;123
260;20180403;9;133
260;20180403;10;139
260;20180403;11;156
260;20180403;12;160
260;20180403;13;167
260;20180403;14;165
260;20180403;15;166
260;20180403;16;160
260;20180403;17;151
260;20180403;18;144
260;20180403;19;133
260;20180403;20;127
260;20180403;21;124
260;20180403;22;104
260;20180403;23;93
260;20180403;24;95
260;20180404;1;97
260;20180404;2;92
260;20180404;3;87
260;20180404;4;80
260;20180404;5;83
260;20180404;6;80
260;20180404;7;86
260;20180404;8;99
260;20180404;9;111
260;20180404;10;122
260;20180404;11;135
260;20180404;12;136
260;20180404;13;138
260;20180404;14;143
260;20180404;15;128
260;20180404;16;96
260;20180404;17;111
260;20180404;18;106
260;20180404;19;92
260;20180404;20;90
260;20180404;21;80
260;20180404;22;88
260;20180404;23;97
260;20180404;24;97
260;20180405;1;98
260;20180405;2;93
260;20180405;3;92
260;20180405;4;80
260;20180405;5;75
260;20180405;6;64
260;20180405;7;62
260;20180405;8;55
260;20180405;9;55
260;20180405;10;55
260;20180405;11;61
260;20180405;12;77
260;20180405;13;64
260;20180405;14;81
260;20180405;15;86
260;20180405;16;83
260;20180405;17;74
260;20180405;18;62
260;20180405;19;50
260;20180405;20;26
260;20180405;21;12
260;20180405;22;5
260;20180405;23;6
260;20180405;24;7
260;20180406;1;13
260;20180406;2;8
260;20180406;3;5
260;20180406;4;2
260;20180406;5;3
260;20180406;6;28
260;20180406;7;50
260;20180406;8;71
260;20180406;9;87
260;20180406;10;95
260;20180406;11;109
260;20180406;12;123
260;20180406;13;133
260;20180406;14;140
260;20180406;15;145
260;20180406;16;140
260;20180406;17;141
260;20180406;18;136
260;20180406;19;130
260;20180406;20;121
260;20180406;21;117
260;20180406;22;111
260;20180406;23;102
260;20180406;24;95
260;20180407;1;94
260;20180407;2;93
260;20180407;3;91
260;20180407;4;89
260;20180407;5;88
260;20180407;6;89
260;20180407;7;97
260;20180407;8;119
260;20180407;9;138
260;20180407;10;154
260;20180407;11;169
260;20180407;12;187
260;20180407;13;200
260;20180407;14;206
260;20180407;15;208
260;20180407;16;214
260;20180407;17;209
260;20180407;18;175
260;20180407;19;152
260;20180407;20;126
260;20180407;21;131
260;20180407;22;109
260;20180407;23;97
260;20180407;24;100
260;20180408;1;87
260;20180408;2;113
260;20180408;3;100
260;20180408;4;81
260;20180408;5;91
260;20180408;6;120
260;20180408;7;130
260;20180408;8;157
260;20180408;9;173
260;20180408;10;195
260;20180408;11;201
260;20180408;12;218
260;20180408;13;219
260;20180408;14;224
260;20180408;15;209
260;20180408;16;206
260;20180408;17;201
260;20180408;18;186
260;20180408;19;148
260;20180408;20;133
260;20180408;21;121
260;20180408;22;116
260;20180408;23;113
260;20180408;24;113
260;20180409;1;108
260;20180409;2;104
260;20180409;3;103
260;20180409;4;100
260;20180409;5;95
260;20180409;6;93
260;20180409;7;101
260;20180409;8;110
260;20180409;9;117
260;20180409;10;132
260;20180409;11;152
260;20180409;12;164
260;20180409;13;175
260;20180409;14;164
260;20180409;15;158
260;20180409;16;153
260;20180409;17;150
260;20180409;18;142
260;20180409;19;130
260;20180409;20;124
260;20180409;21;119
260;20180409;22;114
260;20180409;23;111
260;20180409;24;108
260;20180410;1;101
260;20180410;2;121
260;20180410;3;122
260;20180410;4;122
260;20180410;5;122
260;20180410;6;122
260;20180410;7;134
260;20180410;8;142
260;20180410;9;162
260;20180410;10;167
260;20180410;11;181
260;20180410;12;183
260;20180410;13;193
260;20180410;14;197
260;20180410;15;193
260;20180410;16;191
260;20180410;17;192
260;20180410;18;183
260;20180410;19;164
260;20180410;20;161
260;20180410;21;154
260;20180410;22;147
260;20180410;23;135
260;20180410;24;126
260;20180411;1;116
260;20180411;2;92
260;20180411;3;89
260;20180411;4;95
260;20180411;5;99
260;20180411;6;101
260;20180411;7;104
260;20180411;8;110
260;20180411;9;116
260;20180411;10;127
260;20180411;11;149
260;20180411;12;168
260;20180411;13;157
260;20180411;14;160
260;20180411;15;168
260;20180411;16;162
260;20180411;17;140
260;20180411;18;136
260;20180411;19;135
260;20180411;20;133
260;20180411;21;132
260;20180411;22;130
260;20180411;23;123
260;20180411;24;107
260;20180412;1;98
260;20180412;2;87
260;20180412;3;81
260;20180412;4;76
260;20180412;5;73
260;20180412;6;78
260;20180412;7;86
260;20180412;8;95
260;20180412;9;104
260;20180412;10;112
260;20180412;11;120
260;20180412;12;125
260;20180412;13;130
260;20180412;14;134
260;20180412;15;145
260;20180412;16;134
260;20180412;17;136
260;20180412;18;128
260;20180412;19;117
260;20180412;20;107
260;20180412;21;99
260;20180412;22;85
260;20180412;23;73
260;20180412;24;67
260;20180413;1;65
260;20180413;2;52
260;20180413;3;49
260;20180413;4;42
260;20180413;5;44
260;20180413;6;55
260;20180413;7;87
260;20180413;8;121
260;20180413;9;132
260;20180413;10;137
260;20180413;11;141
260;20180413;12;141
260;20180413;13;141
260;20180413;14;138
260;20180413;15;139
260;20180413;16;126
260;20180413;17;117
260;20180413;18;111
260;20180413;19;104
260;20180413;20;103
260;20180413;21;93
260;20180413;22;84
260;20180413;23;80
260;20180413;24;91
260;20180414;1;91
260;20180414;2;88
260;20180414;3;74
260;20180414;4;77
260;20180414;5;86
260;20180414;6;93
260;20180414;7;93
260;20180414;8;104
260;20180414;9;116
260;20180414;10;124
260;20180414;11;126
260;20180414;12;132
260;20180414;13;145
260;20180414;14;151
260;20180414;15;155
260;20180414;16;155
260;20180414;17;149
260;20180414;18;142
260;20180414;19;122
260;20180414;20;110
260;20180414;21;108
260;20180414;22;107
260;20180414;23;105
260;20180414;24;96
260;20180415;1;96
260;20180415;2;94
260;20180415;3;95
260;20180415;4;96
260;20180415;5;97
260;20180415;6;102
260;20180415;7;110
260;20180415;8;126
260;20180415;9;136
260;20180415;10;150
260;20180415;11;158
260;20180415;12;158
260;20180415;13;163
260;20180415;14;162
260;20180415;15;166
260;20180415;16;142
260;20180415;17;150
260;20180415;18;130
260;20180415;19;119
260;20180415;20;118
260;20180415;21;117
260;20180415;22;117
260;20180415;23;112
260;20180415;24;124
260;20180416;1;120
260;20180416;2;113
260;20180416;3;102
260;20180416;4;83
260;20180416;5;86
260;20180416;6;102
260;20180416;7;119
260;20180416;8;129
260;20180416;9;133
260;20180416;10;141
260;20180416;11;149
260;20180416;12;140
260;20180416;13;144
260;20180416;14;153
260;20180416;15;154
260;20180416;16;154
260;20180416;17;145
260;20180416;18;134
260;20180416;19;121
260;20180416;20;89
260;20180416;21;67
260;20180416;22;58
260;20180416;23;54
260;20180416;24;53
260;20180417;1;57
260;20180417;2;55
260;20180417;3;53
260;20180417;4;53
260;20180417;5;51
260;20180417;6;83
260;20180417;7;106
260;20180417;8;132
260;20180417;9;159
260;20180417;10;170
260;20180417;11;177
260;20180417;12;185
260;20180417;13;185
260;20180417;14;196
260;20180417;15;200
260;20180417;16;201
260;20180417;17;195
260;20180417;18;186
260;20180417;19;147
260;20180417;20;115
260;20180417;21;107
260;20180417;22;91
260;20180417;23;86
260;20180417;24;83
260;20180418;1;75
260;20180418;2;73
260;20180418;3;71
260;20180418;4;77
260;20180418;5;84
260;20180418;6;115
260;20180418;7;142
260;20180418;8;167
260;20180418;9;190
260;20180418;10;203
260;20180418;11;215
260;20180418;12;224
260;20180418;13;228
260;20180418;14;229
260;20180418;15;231
260;20180418;16;231
260;20180418;17;233
260;20180418;18;210
260;20180418;19;168
260;20180418;20;144
260;20180418;21;164
260;20180418;22;158
260;20180418;23;149
260;20180418;24;138
260;20180419;1;137
260;20180419;2;124
260;20180419;3;115
260;20180419;4;95
260;20180419;5;136
260;20180419;6;163
260;20180419;7;188
260;20180419;8;211
260;20180419;9;229
260;20180419;10;237
260;20180419;11;243
260;20180419;12;251
260;20180419;13;261
260;20180419;14;268
260;20180419;15;271
260;20180419;16;270
260;20180419;17;264
260;20180419;18;248
260;20180419;19;212
260;20180419;20;172
260;20180419;21;150
260;20180419;22;134
260;20180419;23;124
260;20180419;24;114
260;20180420;1;114
260;20180420;2;104
260;20180420;3;112
260;20180420;4;105
260;20180420;5;104
260;20180420;6;145
260;20180420;7;171
260;20180420;8;214
260;20180420;9;237
260;20180420;10;250
260;20180420;11;255
260;20180420;12;259
260;20180420;13;261
260;20180420;14;258
260;20180420;15;251
260;20180420;16;244
260;20180420;17;236
260;20180420;18;213
260;20180420;19;179
260;20180420;20;165
260;20180420;21;140
260;20180420;22;126
260;20180420;23;122
260;20180420;24;115
260;20180421;1;111
260;20180421;2;106
260;20180421;3;97
260;20180421;4;87
260;20180421;5;83
260;20180421;6;108
260;20180421;7;130
260;20180421;8;151
260;20180421;9;169
260;20180421;10;181
260;20180421;11;194
260;20180421;12;204
260;20180421;13;218
260;20180421;14;217
260;20180421;15;217
260;20180421;16;214
260;20180421;17;211
260;20180421;18;197
260;20180421;19;179
260;20180421;20;150
260;20180421;21;128
260;20180421;22;123
260;20180421;23;126
260;20180421;24;122
260;20180422;1;117
260;20180422;2;110
260;20180422;3;103
260;20180422;4;102
260;20180422;5;106
260;20180422;6;128
260;20180422;7;149
260;20180422;8;174
260;20180422;9;180
260;20180422;10;188
260;20180422;11;226
260;20180422;12;244
260;20180422;13;250
260;20180422;14;260
260;20180422;15;256
260;20180422;16;229
260;20180422;17;223
260;20180422;18;211
260;20180422;19;195
260;20180422;20;179
260;20180422;21;173
260;20180422;22;169
260;20180422;23;163
260;20180422;24;150
260;20180423;1;138
260;20180423;2;128
260;20180423;3;122
260;20180423;4;122
260;20180423;5;114
260;20180423;6;124
260;20180423;7;131
260;20180423;8;140
260;20180423;9;136
260;20180423;10;148
260;20180423;11;153
260;20180423;12;153
260;20180423;13;145
260;20180423;14;143
260;20180423;15;154
260;20180423;16;151
260;20180423;17;144
260;20180423;18;135
260;20180423;19;124
260;20180423;20;116
260;20180423;21;110
260;20180423;22;106
260;20180423;23;104
260;20180423;24;97
260;20180424;1;97
260;20180424;2;101
260;20180424;3;104
260;20180424;4;104
260;20180424;5;106
260;20180424;6;109
260;20180424;7;113
260;20180424;8;113
260;20180424;9;118
260;20180424;10;133
260;20180424;11;130
260;20180424;12;133
260;20180424;13;141
260;20180424;14;150
260;20180424;15;149
260;20180424;16;146
260;20180424;17;145
260;20180424;18;146
260;20180424;19;145
260;20180424;20;144
260;20180424;21;144
260;20180424;22;138
260;20180424;23;139
260;20180424;24;138
260;20180425;1;136
260;20180425;2;136
260;20180425;3;115
260;20180425;4;117
260;20180425;5;111
260;20180425;6;96
260;20180425;7;100
260;20180425;8;100
260;20180425;9;114
260;20180425;10;110
